onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.005875665	5	1	0	22.1	0.53	22.78	0.27
30.007193342	5	1	0	6.43	0.48	8.19	0.26
41.010124443	5	1	0	9.14	0.39	0.72	0.57
52.012901825	5	1	0	37.01	0.28	11.75	0.45
67.0166462	5	2	0	9.17	0.55	21.94	0.39
82.018986748	5	2	0	21.57	0.56	33.31	0.39
93.022546585	5	1	0	21.27	0.48	29.19	0.32
104.026381515	5	2	0	2.68	0.38	7.8	0.31
115.030471661	5	1	0	9.2	0.47	8.43	0.49
130.03378669	5	1	0	22.11	0.59	28.79	0.3
145.040018157	5	1	0	29.18	0.49	32.84	0.37
158.043333952	5	1	0	11.7	0.29	0.07	0.48
171.048530626	5	1	0	39.99	0.4	34.8	0.45
184.054407247	5	1	0	18.95	0.41	13.83	0.59
199.056770388	5	1	0	35.73	0.42	29.68	0.53
218.06452706	5	1	1	37.71	0.24	9.1	0.41
229.066636217	5	1	1	9.14	0.39	0.72	0.57
244.069084244	5	1	1	32.93	0.37	12.91	0.53
257.073664536	5	1	1	9.2	0.47	8.43	0.49
272.078721625	5	2	1	30.89	0.35	30.39	0.45
283.082507484	5	1	1	33.37	0.33	37.7	0.26
298.085517932	5	1	1	16.25	0.42	9.54	0.51
311.089504179	5	1	1	16.47	0.31	5.33	0.39
322.094769841	5	1	1	8.39	0.33	2.21	0.36
333.099417014	5	1	1	25.66	0.4	35.98	0.24
348.101076275	5	2	1	8.01	0.53	30.19	0.26
363.105651844	5	1	1	14.43	0.43	16.88	0.32
376.10977585	5	1	1	23.71	0.53	26.39	0.41
389.115458426	5	2	1	30.73	0.3	28.08	0.47
402.1184569	5	1	1	3.86	0.47	1.43	0.58
