onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.005431946	5	1	0	15.33	0.22	2.55	0.39
30.010389655	5	2	0	7.39	0.57	17.63	0.5
41.013708135	5	2	0	18.13	0.46	29.37	0.21
54.017111913	5	1	0	22.99	0.42	31.96	0.28
69.020516365	5	1	0	23.84	0.29	13.76	0.49
82.026167015	5	1	0	8.39	0.33	2.21	0.36
93.030899594	5	1	0	35.16	0.25	20.29	0.3
106.034337329	5	2	0	21.82	0.6	34.97	0.45
121.036752254	5	1	0	16.25	0.42	9.54	0.51
136.040014845	5	2	0	0.6	0.54	28	0.3
147.043479708	5	2	0	21.77	0.54	35.27	0.22
162.047899055	5	1	0	17.05	0.23	11.55	0.33
175.053329848	5	2	0	13.12	0.57	13.16	0.54
186.05752665	5	1	0	37.99	0.35	25.12	0.52
197.061009962	5	2	0	16.38	0.49	34.15	0.27
218.067865753	5	1	1	38.69	0.41	33.01	0.46
233.072686265	5	2	1	21.57	0.56	33.31	0.39
246.076127932	5	2	1	17.17	0.52	37.69	0.43
259.082730214	5	2	1	20.85	0.35	24.97	0.29
274.086328566	5	2	1	21.75	0.22	16.32	0.44
285.092403121	5	1	1	22.11	0.59	28.79	0.3
298.097502388	5	2	1	23.84	0.29	13.76	0.49
309.100749504	5	1	1	18.13	0.46	29.37	0.21
320.102926777	5	1	1	29.6	0.25	16.63	0.41
335.10780384	5	1	1	5.27	0.36	5.29	0.21
346.111052001	5	1	1	14.57	0.34	6.9	0.52
361.116322124	5	1	1	35.16	0.25	20.29	0.3
372.120085401	5	1	1	7.23	0.6	7.29	0.41
385.125784621	5	1	1	34.54	0.54	35.48	0.34
400.131360004	5	1	1	39.03	0.4	12.21	0.44
