onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006229371	5	1	1	20.49	0.36	24.27	0.28
32.010154722	5	1	1	6.15	0.54	7	0.34
45.012473208	5	2	1	9.17	0.55	21.94	0.39
60.01515142	5	1	1	15.33	0.22	2.55	0.39
73.019890944	5	1	1	37.01	0.28	11.75	0.45
86.024135824	5	1	1	14.76	0.31	7.88	0.32
101.027649661	5	1	1	8.04	0.54	5.99	0.56
112.029152544	5	1	1	37.99	0.35	25.12	0.52
127.033138539	5	2	1	8.84	0.32	5.61	0.57
138.036812771	5	1	1	18.95	0.41	13.83	0.59
151.044646486	5	1	1	13.19	0.3	1	0.55
166.04968683	5	2	1	14.89	0.48	18.6	0.43
179.053833781	5	2	1	13.31	0.47	17.68	0.38
190.059191951	5	2	1	6.63	0.44	31.56	0.31
201.065577895	5	2	1	28.31	0.2	19.5	0.49
218.071621276	5	2	0	37.41	0.34	21.17	0.59
233.075986595	5	1	0	26.81	0.3	22.92	0.34
246.078683789	5	1	0	36.6	0.21	10.86	0.54
257.081654958	5	1	0	8.84	0.32	5.61	0.57
270.086720954	5	2	0	14.89	0.48	18.6	0.43
281.090253137	5	1	0	13.32	0.25	3.39	0.44
294.095723414	5	2	0	23.71	0.53	26.39	0.41
309.101068713	5	2	0	19.24	0.42	37.94	0.24
324.103818649	5	2	0	11.48	0.25	11.01	0.57
335.108026809	5	2	0	14.43	0.43	16.88	0.32
348.111773123	5	1	0	20.49	0.36	24.27	0.28
363.113742105	5	2	0	13.24	0.44	14.93	0.39
374.120198355	5	2	0	4.74	0.53	22.31	0.51
387.126178343	5	2	0	2.72	0.27	1.03	0.58
402.129495636	5	1	0	32.35	0.29	0.59	0.47
