onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.005562346	5	1	1	6.43	0.48	8.19	0.26
28.00786823	5	1	1	35.62	0.4	7.49	0.47
39.010577181	5	1	1	6.82	0.57	11.15	0.29
54.011852266	5	1	1	38.15	0.51	28.85	0.58
67.014297872	5	1	1	13.12	0.57	13.16	0.54
78.017935001	5	1	1	22.1	0.53	22.78	0.27
89.022821059	5	1	1	25.38	0.23	9.66	0.56
104.025068721	5	1	1	17.05	0.23	11.55	0.33
119.030171733	5	2	1	29.18	0.49	32.84	0.37
132.035842556	5	2	1	2.68	0.38	7.8	0.31
147.039707579	5	2	1	29.81	0.55	34.83	0.44
160.044345779	5	1	1	28.07	0.22	13.93	0.38
175.048528899	5	1	1	26.03	0.21	0.11	0.46
186.054691569	5	2	1	16.38	0.49	34.15	0.27
199.057078624	5	1	1	19.68	0.51	17.31	0.58
218.064918637	5	1	0	39.82	0.48	33.29	0.5
233.071055058	5	2	0	31.42	0.25	16.01	0.52
246.072902785	5	1	0	26.14	0.36	30.85	0.27
261.079054681	5	1	0	13.65	0.49	14.16	0.46
272.082251384	5	1	0	19.39	0.41	20.9	0.36
287.086919503	5	1	0	25.38	0.23	9.66	0.56
298.090962286	5	2	0	6.95	0.28	12.22	0.27
313.095626327	5	1	0	38.98	0.36	4.45	0.56
328.099159066	5	2	0	6.63	0.44	31.56	0.31
341.103244148	5	1	0	27.44	0.29	34.36	0.2
354.107032374	5	1	0	17.94	0.34	8.69	0.45
367.11048183	5	1	0	16.47	0.31	5.33	0.39
378.115949331	5	1	0	38.46	0.45	1.61	0.57
389.118265643	5	1	0	8.47	0.22	4.61	0.32
402.123077269	5	1	0	28.07	0.22	13.93	0.38
