onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.00612311	5	2	1	1.32	0.29	20.76	0.25
32.011307117	5	1	1	27.51	0.27	2.49	0.56
43.015422022	5	1	1	37.74	0.43	39.65	0.36
58.019944385	5	1	1	22.82	0.49	26.8	0.26
69.022306386	5	1	1	14.53	0.5	16.65	0.21
82.027530582	5	2	1	24.96	0.22	17.98	0.44
97.031639746	5	2	1	29.11	0.37	24.44	0.51
110.037038832	5	2	1	0.89	0.58	2.49	0.56
123.040302204	5	2	1	32.7	0.28	17.68	0.59
134.04676833	5	2	1	15.81	0.58	17.64	0.55
149.049794825	5	2	1	16.54	0.49	34.12	0.45
164.053128625	5	1	1	2.25	0.29	0.54	0.56
177.05565777	5	1	1	10.66	0.24	4.82	0.48
190.061438351	5	2	1	39.99	0.37	39.89	0.48
201.065424663	5	2	1	33.43	0.31	26.15	0.45
218.071350874	5	1	0	15.34	0.23	3.27	0.3
231.075021347	5	2	0	24.6	0.31	21.71	0.38
246.079832046	5	2	0	32.35	0.56	35.18	0.53
257.083936258	5	1	0	31.71	0.4	33.04	0.29
268.089327974	5	1	0	36.56	0.45	27.05	0.57
281.092462668	5	2	0	1.32	0.29	20.76	0.25
296.098803819	5	1	0	7.82	0.58	8.26	0.5
311.103219114	5	2	0	39.99	0.37	39.89	0.48
322.110780045	5	2	0	32.24	0.33	21.56	0.46
337.113446638	5	1	0	29.95	0.23	7.52	0.42
350.117047668	5	2	0	37.28	0.22	10.48	0.6
363.123104522	5	2	0	5.63	0.33	24.19	0.24
376.127899479	5	2	0	2.74	0.6	5.56	0.38
387.131508823	5	2	0	21.83	0.29	29.99	0.2
398.137760789	5	1	0	13.84	0.37	15.37	0.2
