onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.007742983	5	2	1	39.98	0.32	39.91	0.53
28.012795198	5	2	1	19.25	0.47	31.45	0.37
41.016820402	5	2	1	22.09	0.24	30.03	0.2
54.021623041	5	1	1	5.45	0.45	6.39	0.26
65.026243786	5	1	1	22.92	0.25	11.47	0.53
80.03180469	5	2	1	39.67	0.25	32.76	0.49
95.035634128	5	2	1	21.21	0.27	12.04	0.6
110.039873696	5	2	1	37.41	0.38	35.06	0.42
123.043047231	5	2	1	26.69	0.48	32.12	0.34
136.046631801	5	1	1	21.35	0.31	21.72	0.23
149.052785443	5	1	1	12.79	0.56	16.21	0.28
164.054717489	5	1	1	31.3	0.21	3.77	0.49
175.056326645	5	1	1	20.42	0.52	22.22	0.45
186.062440239	5	1	1	9.77	0.23	3.15	0.35
197.065287969	5	2	1	35.11	0.28	26.67	0.58
218.070305662	5	1	0	20.48	0.29	15.62	0.39
231.07332974	5	2	0	7.6	0.54	23.78	0.48
242.077790503	5	1	0	8.51	0.28	1.74	0.46
257.083143578	5	1	0	30.56	0.26	15.3	0.45
270.085165405	5	2	0	14.53	0.47	35.86	0.22
285.091298726	5	2	0	1.18	0.57	30.9	0.52
298.094434684	5	2	0	10.93	0.59	35.06	0.36
311.098556724	5	1	0	7.75	0.34	3.92	0.39
322.102242681	5	1	0	10.76	0.6	19	0.39
333.105255999	5	2	0	0.49	0.36	2.27	0.34
346.111032296	5	2	0	1.89	0.54	15.09	0.4
357.117359658	5	1	0	12.56	0.33	6.41	0.48
368.121516265	5	1	0	9.01	0.21	7.54	0.33
383.127802266	5	2	0	26.73	0.25	22.29	0.37
398.130961621	5	2	0	0.34	0.43	0.86	0.41
