onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.008047768	5	2	0	34.62	0.59	37.04	0.52
32.0142121	5	1	0	31.42	0.48	2.96	0.56
43.021244649	5	2	0	7.6	0.46	16.04	0.2
56.023863784	5	1	0	5.86	0.46	2.27	0.48
69.027745329	5	2	0	7.91	0.44	34.76	0.26
82.033875319	5	1	0	34.33	0.41	4.23	0.42
93.040623784	5	1	0	29.41	0.53	9.17	0.56
108.046281499	5	1	0	20.62	0.3	9.24	0.36
121.05357054	5	2	0	38.84	0.41	37.95	0.53
134.057208355	5	2	0	7.71	0.38	37.29	0.33
145.062433381	5	2	0	19.25	0.47	31.45	0.37
156.067179972	5	1	0	37.41	0.38	35.06	0.42
171.071424941	5	1	0	8.75	0.22	0.25	0.45
182.075926823	5	1	0	6.75	0.25	8.03	0.2
197.082838775	5	1	0	14.54	0.29	8.63	0.44
218.087497903	5	2	1	39.33	0.35	38.51	0.57
233.091663588	5	1	1	25.48	0.23	4.88	0.58
248.097540224	5	2	1	1.18	0.57	30.9	0.52
263.103028022	5	2	1	34.38	0.31	29.37	0.57
274.109408373	5	1	1	19.02	0.23	15.43	0.32
285.112744855	5	2	1	21.42	0.27	21.09	0.3
298.117666809	5	2	1	14.55	0.39	13.88	0.48
309.121987562	5	2	1	28.01	0.56	37.59	0.29
320.127102712	5	2	1	12.75	0.51	31	0.4
335.131483305	5	2	1	1.87	0.39	28.13	0.27
348.135497374	5	1	1	34.62	0.59	37.04	0.52
361.14007457	5	1	1	15.25	0.5	4.47	0.53
374.143058272	5	2	1	0.99	0.49	6.42	0.35
385.146213657	5	1	1	0.34	0.43	0.86	0.41
398.149828766	5	2	1	37.83	0.32	33.33	0.54
