onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.007729066	5	2	1	5.66	0.21	5.65	0.42
32.011626129	5	1	1	8.75	0.22	0.25	0.45
47.015680018	5	2	1	1.89	0.54	15.09	0.4
62.021071534	5	2	1	6.5	0.21	5.23	0.55
73.024476613	5	2	1	14.53	0.47	35.86	0.22
84.029579356	5	2	1	18.97	0.24	16.16	0.36
97.031497604	5	1	1	11.21	0.33	6.84	0.51
112.037953536	5	1	1	31.42	0.48	2.96	0.56
123.041253721	5	2	1	0.55	0.46	10.33	0.45
134.044217186	5	1	1	17.63	0.43	5.93	0.59
145.049190527	5	2	1	7.6	0.54	23.78	0.48
158.054533542	5	1	1	27.81	0.26	19.58	0.43
171.060087953	5	1	1	10.73	0.55	14.28	0.34
184.061777246	5	2	1	7.91	0.44	34.76	0.26
197.065977346	5	1	1	28.06	0.37	4.27	0.45
218.074411106	5	2	0	17.69	0.6	27.22	0.59
229.080137908	5	1	0	35.11	0.28	26.67	0.58
244.085740861	5	1	0	19.02	0.23	15.43	0.32
255.090516897	5	2	0	21.42	0.27	21.09	0.3
268.093059271	5	1	0	22.9	0.26	16.96	0.3
281.099784765	5	1	0	10.6	0.21	1.01	0.28
296.103049814	5	1	0	7.31	0.25	2.37	0.37
311.105996766	5	1	0	32.11	0.37	34.51	0.26
322.111208726	5	2	0	7.36	0.52	21.73	0.31
333.114513703	5	1	0	23.81	0.57	28.34	0.3
346.117067252	5	1	0	12.79	0.56	16.21	0.28
361.124623052	5	1	0	35.01	0.23	2.2	0.56
374.127944992	5	1	0	13	0.23	10.81	0.3
385.13360788	5	1	0	21.35	0.31	21.72	0.23
398.138498055	5	1	0	17.63	0.43	5.93	0.59
