onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.007442795	5	2	1	17.63	0.47	36.07	0.46
28.013152998	5	2	1	29.75	0.37	28.59	0.48
39.019883534	5	1	1	18.56	0.52	23.39	0.33
52.024694612	5	2	1	24.98	0.31	33.43	0.26
67.028599879	5	1	1	31.29	0.25	17.36	0.54
80.031777279	5	2	1	3.85	0.6	19.9	0.25
93.036562015	5	1	1	10.43	0.36	6.99	0.55
106.042489434	5	1	1	13.54	0.49	12.52	0.53
121.047042471	5	2	1	15.49	0.45	28.89	0.43
134.051920771	5	2	1	19.63	0.57	37.98	0.26
145.055325456	5	2	1	24.51	0.31	15.06	0.48
156.059488793	5	2	1	0.25	0.32	0.28	0.27
167.062179109	5	2	1	26.63	0.48	34.97	0.38
182.06774359	5	1	1	27.94	0.37	17.75	0.49
197.073404267	5	1	1	36.85	0.27	8.6	0.3
218.079653618	5	1	0	24.1	0.24	14.45	0.54
231.084347134	5	2	0	3.85	0.6	19.9	0.25
244.088185245	5	1	0	10.43	0.36	6.99	0.55
259.092041013	5	1	0	29.75	0.37	28.59	0.48
270.095388272	5	2	0	5.1	0.6	11.54	0.21
281.100319508	5	2	0	23.5	0.3	32.03	0.23
292.104236882	5	2	0	22.3	0.43	26.28	0.23
307.107501094	5	2	0	30.91	0.5	36.67	0.45
322.11334606	5	2	0	3.61	0.35	7.55	0.22
335.119111239	5	2	0	19.29	0.47	36.28	0.31
346.12348984	5	1	0	36.8	0.42	32.06	0.6
361.127594002	5	2	0	5.9	0.37	14.03	0.21
376.12937632	5	1	0	35.68	0.27	24.88	0.44
389.133221364	5	2	0	0.82	0.43	33.53	0.27
400.136507131	5	1	0	24.86	0.28	13.25	0.54
