onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.00806231	5	1	1	26.03	0.21	0.11	0.46
28.010635441	5	2	1	6.89	0.57	12.62	0.49
43.013968457	5	2	1	17.17	0.52	37.69	0.43
56.017487239	5	1	1	17.94	0.39	39.28	0.21
71.024030736	5	1	1	13.79	0.59	27.73	0.25
82.02700244	5	1	1	29.32	0.49	23.92	0.55
97.031680779	5	1	1	14.76	0.31	7.88	0.32
110.037225924	5	2	1	30.89	0.35	30.39	0.45
121.043887664	5	2	1	6.95	0.28	12.22	0.27
132.048330278	5	1	1	37.81	0.42	27.18	0.53
147.054155262	5	1	1	37.71	0.24	9.1	0.41
162.05706345	5	2	1	24.14	0.31	34.92	0.24
175.061142284	5	2	1	14.75	0.3	12.44	0.43
188.066670796	5	1	1	9.14	0.39	0.72	0.57
201.070123078	5	2	1	7.48	0.29	9.63	0.28
218.074921808	5	1	0	14.12	0.56	6.42	0.58
231.079199083	5	1	0	36.6	0.21	10.86	0.54
242.082408405	5	2	0	6.89	0.57	12.62	0.49
253.087298116	5	2	0	16.35	0.52	35.99	0.4
268.092780313	5	2	0	3.24	0.29	21.19	0.23
283.096255327	5	2	0	27.05	0.34	23.06	0.47
294.099756004	5	2	0	12.16	0.33	18.26	0.24
305.105331407	5	1	0	15.9	0.27	4.77	0.59
316.111329856	5	2	0	17.94	0.39	39.28	0.21
331.117618707	5	2	0	14.16	0.46	35.86	0.31
346.12258409	5	2	0	2.68	0.38	7.8	0.31
359.124059525	5	2	0	28.39	0.27	15.02	0.59
372.128726648	5	1	0	37.03	0.41	33.81	0.42
385.13144236	5	1	0	22.57	0.43	23.42	0.41
400.133450656	5	2	0	19.57	0.43	14.58	0.55
