onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.004469971	5	1	1	17.4	0.31	12.61	0.45
32.008502456	5	1	1	32.93	0.37	12.91	0.53
45.013312491	5	1	1	38.98	0.36	4.45	0.56
56.019205526	5	2	1	9.17	0.55	21.94	0.39
71.024071486	5	1	1	5.27	0.36	5.29	0.21
84.030733425	5	1	1	36.97	0.5	37.23	0.45
95.037011551	5	2	1	0.6	0.54	28	0.3
106.040743157	5	1	1	8.47	0.22	4.61	0.32
121.044022105	5	1	1	39.03	0.4	12.21	0.44
132.049124895	5	2	1	12.78	0.23	10.45	0.52
147.05354175	5	2	1	19.57	0.43	14.58	0.55
158.05853699	5	2	1	16.38	0.49	34.15	0.27
171.065140883	5	2	1	28.39	0.27	15.02	0.59
184.069399047	5	1	1	10.45	0.48	19.99	0.26
199.07456099	5	1	1	16.84	0.34	19.86	0.3
218.079720365	5	2	0	34.05	0.27	23.14	0.44
233.085102333	5	2	0	4.19	0.4	8.45	0.33
246.087579412	5	1	0	13.67	0.24	9.76	0.35
261.093780486	5	1	0	21.27	0.48	29.19	0.32
276.099383957	5	2	0	8.01	0.53	30.19	0.26
289.103131791	5	1	0	14.16	0.34	8.36	0.54
304.110414381	5	2	0	20.23	0.32	34.01	0.22
319.114754705	5	2	0	17.17	0.52	37.69	0.43
330.117654027	5	2	0	15.78	0.3	31.08	0.22
343.120831721	5	2	0	18.34	0.33	29.87	0.24
356.125671684	5	2	0	28.31	0.2	19.5	0.49
369.129758417	5	1	0	34.26	0.28	15.91	0.54
380.132858369	5	1	0	16.25	0.42	9.54	0.51
391.1391234	5	1	0	26.81	0.3	22.92	0.34
402.14394221	5	1	0	34.54	0.54	35.48	0.34
