onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006834468	5	2	1	16.74	0.22	15.13	0.28
30.011440451	5	1	1	17.41	0.53	24.28	0.36
41.014340173	5	1	1	15.68	0.41	33.99	0.21
56.018096066	5	1	1	35.81	0.58	23.83	0.6
69.021953424	5	2	1	3.62	0.56	31.53	0.2
80.024460251	5	2	1	4.64	0.56	26.44	0.4
95.031028883	5	1	1	24.53	0.23	3.05	0.51
106.033783354	5	2	1	6.57	0.38	4.93	0.42
121.036282088	5	1	1	14.01	0.26	1.91	0.38
136.043446021	5	1	1	39.2	0.54	16.34	0.55
149.048635294	5	2	1	4.22	0.59	8.17	0.52
162.052373292	5	1	1	21.52	0.38	9.01	0.55
173.055618169	5	1	1	16.71	0.21	3.79	0.54
188.0624228	5	2	1	23.36	0.46	14.83	0.59
199.066791072	5	2	1	11.26	0.2	7.54	0.24
218.073856753	5	2	0	35.7	0.22	29.4	0.28
231.077367349	5	2	0	6.08	0.46	21.28	0.2
242.082624222	5	1	0	32.27	0.4	33.2	0.36
255.086621846	5	1	0	29.23	0.35	35.99	0.25
268.093562976	5	2	0	4.28	0.56	33.25	0.5
281.099770467	5	1	0	16.71	0.21	3.79	0.54
292.104139595	5	2	0	33.14	0.41	23.61	0.51
307.108189566	5	1	0	17.41	0.53	24.28	0.36
322.111788166	5	2	0	18.91	0.54	35.32	0.29
337.115724331	5	2	0	13.77	0.34	11.97	0.44
352.120738143	5	2	0	0.16	0.59	4.1	0.32
365.126366692	5	1	0	21.56	0.35	8.97	0.45
376.131927748	5	1	0	21.52	0.38	9.01	0.55
387.135797054	5	1	0	39.2	0.54	16.34	0.55
398.140010938	5	1	0	16.52	0.34	10.87	0.38
