onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.009455617	5	2	1	8.4	0.24	5.1	0.52
32.013916066	5	2	1	34.93	0.33	12.46	0.57
45.016756901	5	2	1	38.01	0.33	27.78	0.42
60.022716034	5	2	1	16.34	0.47	27.56	0.33
73.027076524	5	2	1	33.14	0.41	23.61	0.51
88.03008205	5	2	1	9.88	0.5	24.09	0.46
99.033713918	5	2	1	12.43	0.27	4.44	0.59
110.038502757	5	1	1	18.9	0.43	15.94	0.44
123.042593585	5	1	1	23.04	0.36	3.47	0.37
134.047476766	5	1	1	16.24	0.29	6.98	0.48
147.051681671	5	1	1	30.04	0.32	5.65	0.38
158.055978196	5	2	1	6.03	0.39	32.36	0.2
171.061676568	5	1	1	7.85	0.2	1.24	0.33
186.065786743	5	1	1	26.68	0.6	34.62	0.34
201.068596574	5	2	1	14.79	0.43	38.77	0.29
218.075936228	5	1	0	32.62	0.49	29.64	0.53
233.080178838	5	2	0	5.01	0.52	4.22	0.6
244.08518137	5	1	0	31.92	0.27	4.98	0.54
257.089006917	5	2	0	17.17	0.47	9.06	0.57
270.094864534	5	1	0	35.19	0.28	0.19	0.44
283.099113337	5	2	0	26.47	0.28	30.73	0.27
298.101903477	5	1	0	27.15	0.25	9.6	0.46
311.106565985	5	1	0	5.51	0.54	7.09	0.37
322.112008701	5	2	0	24.53	0.27	17.01	0.45
335.115831763	5	1	0	34.93	0.33	12.46	0.57
350.119719388	5	1	0	25.88	0.34	8.56	0.54
365.124193144	5	2	0	6.03	0.39	32.36	0.2
380.129153563	5	2	0	31.77	0.39	35.43	0.37
391.132783951	5	1	0	24.53	0.23	3.05	0.51
402.138208549	5	2	0	15.37	0.43	11.09	0.58
