onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.00893843	5	1	1	20.86	0.44	29.18	0.25
30.014348866	5	1	1	31.16	0.32	36.97	0.27
45.017803995	5	2	1	15.37	0.43	11.09	0.58
60.02184207	5	2	1	6.08	0.46	21.28	0.2
71.026445758	5	1	1	38.29	0.32	21.13	0.39
82.032227271	5	1	1	4.78	0.39	0.91	0.56
95.034738095	5	2	1	26.47	0.28	30.73	0.27
108.037741985	5	2	1	25.74	0.5	24.65	0.58
121.040013684	5	2	1	4.02	0.21	1.69	0.47
132.04539479	5	2	1	12.1	0.39	5.07	0.59
147.05090239	5	2	1	3.39	0.46	22.98	0.31
158.056265597	5	1	1	18.63	0.35	31.34	0.25
173.057894654	5	1	1	22.34	0.48	37.5	0.39
186.060003057	5	2	1	33.01	0.23	29.3	0.42
197.063824412	5	2	1	17.36	0.3	30.72	0.29
218.069969585	5	1	0	31.16	0.32	36.97	0.27
233.07493769	5	2	0	6.8	0.51	30.31	0.22
248.078739701	5	1	0	26.68	0.6	34.62	0.34
263.082304792	5	2	0	8.4	0.24	5.1	0.52
274.088665707	5	1	0	20.14	0.35	39.68	0.2
295.098593264	5	2	0	0.93	0.57	23.75	0.45
310.102797037	5	2	0	16.74	0.22	15.13	0.28
325.10707282	5	1	0	35.03	0.22	7.86	0.23
338.112492789	5	1	0	17.65	0.23	2.33	0.6
349.116093524	5	2	0	12.1	0.39	5.07	0.59
360.119844645	5	1	0	38.29	0.32	21.13	0.39
373.125663939	5	1	0	39.57	0.47	28.3	0.6
386.130775629	5	1	0	14.01	0.26	1.91	0.38
397.13530437	5	1	0	23.36	0.46	14.83	0.59
410.137623165	5	2	0	9.88	0.5	24.09	0.46
