onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006343155	5	1	1	37.71	0.24	9.1	0.41
28.013684839	5	1	1	9.14	0.39	0.72	0.57
43.016900723	5	1	1	32.93	0.37	12.91	0.53
56.019591721	5	2	1	9.2	0.47	8.43	0.49
71.02515606	5	1	1	26.66	0.27	9.93	0.55
82.02761508	5	1	1	33.37	0.33	37.7	0.26
97.031340751	5	2	1	16.25	0.42	9.54	0.51
110.034209368	5	1	1	16.47	0.31	5.33	0.39
121.040663656	5	1	1	8.39	0.33	2.21	0.36
132.045253098	5	2	1	25.66	0.4	35.98	0.24
147.051001778	5	2	1	8.01	0.53	30.19	0.26
162.057134076	5	1	1	14.43	0.43	16.88	0.32
175.059044658	5	1	1	23.71	0.53	26.39	0.41
188.063932346	5	2	1	30.73	0.3	28.08	0.47
201.069022297	5	1	1	3.86	0.47	1.43	0.58
218.074236795	5	1	0	22.1	0.53	22.78	0.27
231.077730635	5	1	0	6.43	0.48	8.19	0.26
242.081852126	5	1	0	9.14	0.39	0.72	0.57
253.086013646	5	1	0	37.01	0.28	11.75	0.45
268.091505807	5	2	0	9.17	0.55	21.94	0.39
283.096688914	5	2	0	21.57	0.56	33.31	0.39
294.101026268	5	1	0	21.27	0.48	29.19	0.32
305.106289686	5	2	0	2.68	0.38	7.8	0.31
316.109790267	5	1	0	9.2	0.47	8.43	0.49
331.114430514	5	1	0	22.11	0.59	28.79	0.3
346.118655645	5	1	0	29.18	0.49	32.84	0.37
359.123814022	5	1	0	11.7	0.29	0.07	0.48
372.129533946	5	1	0	39.99	0.4	34.8	0.45
385.133663966	5	2	0	18.95	0.41	13.83	0.59
400.139374516	5	2	0	35.73	0.42	29.68	0.53
