onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.008939814	5	1	0	6.45	0.57	11.07	0.2
32.012231466	5	1	0	9.37	0.48	23.92	0.21
43.017804705	5	1	0	23.61	0.47	22.34	0.49
58.020560511	5	2	0	15.24	0.55	24.56	0.45
73.024580924	5	1	0	20.49	0.21	1.66	0.48
86.028810399	5	1	0	34.29	0.32	35.53	0.23
97.033613475	5	1	0	32.02	0.27	33.35	0.25
108.038515449	5	1	0	33.23	0.22	7.71	0.39
119.044447326	5	1	0	32.73	0.38	26.8	0.44
132.048892818	5	1	0	15.9	0.47	1.19	0.48
143.05192418	5	2	0	35.25	0.43	38.2	0.39
158.056762412	5	2	0	33.15	0.41	27.3	0.47
171.061074874	5	2	0	9.49	0.44	17.91	0.31
186.064501678	5	2	0	18.53	0.32	32.6	0.26
199.069204496	5	2	0	6.64	0.42	8.53	0.37
218.077342913	5	1	1	31.5	0.57	38.09	0.25
229.081263252	5	2	1	7	0.42	38.07	0.2
240.086586002	5	2	1	39.62	0.28	22.42	0.48
253.091390443	5	1	1	33.15	0.41	27.3	0.47
268.097700258	5	2	1	17.85	0.46	13.35	0.54
279.100157004	5	2	1	0.5	0.41	0.82	0.39
292.103174364	5	1	1	39.99	0.46	33.97	0.51
305.108693673	5	2	1	36.83	0.39	20.07	0.58
320.112162018	5	1	1	14.7	0.6	31.98	0.38
335.118390682	5	1	1	37.15	0.44	37.75	0.27
350.123451748	5	1	1	17.56	0.2	2.48	0.45
361.126006253	5	1	1	31.33	0.33	15.1	0.54
374.130989923	5	2	1	13.48	0.59	27.41	0.46
389.133570246	5	1	1	36.06	0.3	10.94	0.35
402.138265109	5	2	1	9.98	0.59	28.44	0.3
