onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.005004023	5	2	0	2.5	0.52	19.5	0.24
28.008919462	5	1	0	39.99	0.46	33.97	0.51
43.013774769	5	1	0	32.55	0.58	12.46	0.59
58.019756317	5	1	0	25.99	0.46	28.02	0.38
71.02451188	5	1	0	25.34	0.23	0.71	0.56
82.028120919	5	1	0	27.42	0.3	14.06	0.5
97.033479099	5	2	0	4.17	0.26	2.25	0.59
108.037564297	5	2	0	0.94	0.3	33.38	0.2
121.041347881	5	1	0	28.23	0.23	20.66	0.27
134.045208152	5	2	0	15.27	0.29	19.03	0.27
149.049583502	5	2	0	14.7	0.6	31.98	0.38
160.053847511	5	1	0	31.33	0.33	15.1	0.54
173.057855643	5	1	0	13.29	0.24	6.82	0.51
184.064684399	5	2	0	7.52	0.43	14.93	0.26
199.068373691	5	2	0	15.63	0.35	10.4	0.58
218.073730617	5	2	1	35.08	0.25	12.68	0.58
229.077722834	5	2	1	6.67	0.54	7.68	0.53
242.080135285	5	1	1	14.65	0.56	37.28	0.29
257.082526339	5	1	1	22.62	0.46	32.3	0.2
272.084357718	5	1	1	4.32	0.56	5.46	0.21
287.088466599	5	2	1	23.77	0.41	18	0.55
300.090679702	5	2	1	35.25	0.43	38.2	0.39
315.094708376	5	1	1	9.39	0.28	7.84	0.29
326.098908916	5	2	1	17.83	0.27	17.6	0.57
337.103980542	5	2	1	12.23	0.56	12.44	0.55
348.109058189	5	1	1	15.9	0.47	1.19	0.48
361.115238249	5	2	1	29.96	0.23	21.69	0.57
376.119936462	5	2	1	17.87	0.3	9.76	0.49
389.124392432	5	1	1	17.49	0.55	13.97	0.56
400.129381668	5	2	1	3.48	0.5	13.84	0.3
