onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
27.011021858	5	1	0	21.39	0.59	22.81	0.57
42.015931716	5	2	0	9.49	0.45	8.6	0.53
53.018699948	5	2	0	38.97	0.21	34.48	0.58
64.022368247	5	2	0	18.06	0.56	20.08	0.5
75.028094258	5	2	0	10.52	0.26	26.52	0.22
90.031966722	5	1	0	38.27	0.3	0.58	0.37
103.036626996	5	1	0	28.77	0.27	7.54	0.32
118.043167539	5	2	0	2.88	0.43	5.47	0.32
133.04753973	5	1	0	11.11	0.57	16.75	0.2
146.053682175	5	2	0	35.56	0.39	28.83	0.47
159.058921209	5	2	0	25.24	0.51	34.76	0.49
170.062961072	5	1	0	39.39	0.24	13.85	0.52
181.065338106	5	1	0	17.59	0.23	15.32	0.24
194.069965729	5	2	0	1.81	0.59	35.79	0.29
209.076110445	5	2	0	9.61	0.49	30.56	0.26
228.081988008	5	2	1	9.61	0.49	30.56	0.26
243.086036442	5	2	1	18.27	0.47	16.67	0.55
256.090668324	5	2	1	1.81	0.59	35.79	0.29
267.093914965	5	2	1	18.55	0.45	38.54	0.22
282.097215313	5	2	1	0.07	0.38	34.97	0.26
297.102718347	5	1	1	17.04	0.48	6.93	0.52
312.108441648	5	1	1	4.96	0.49	8.16	0.38
325.112977207	5	2	1	31	0.5	32.8	0.49
336.116786615	5	2	1	30.92	0.31	26.11	0.48
347.121649474	5	1	1	19.58	0.3	11.2	0.49
358.125577255	5	1	1	33.07	0.33	23.57	0.41
373.130424332	5	2	1	1.24	0.42	7.46	0.27
386.133526127	5	2	1	0.93	0.3	4.16	0.29
399.137455868	5	2	1	23.23	0.6	35.33	0.57
412.140409337	5	2	1	29.16	0.2	14.25	0.48
