onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.0089002	5	2	0	13.08	0.42	25.14	0.24
32.012787179	5	1	0	8.25	0.32	1.71	0.57
45.016071857	5	2	0	5.2	0.37	14.89	0.29
58.019841929	5	1	0	36.84	0.44	19.04	0.54
73.025407094	5	2	0	11.92	0.37	10.16	0.5
86.030676533	5	2	0	24.44	0.21	20.18	0.35
99.035376864	5	2	0	2.51	0.6	20.94	0.45
110.038093792	5	1	0	23.49	0.22	17.47	0.36
125.042837217	5	2	0	0.07	0.38	34.97	0.26
136.047023349	5	2	0	22.54	0.28	18.76	0.59
147.052440206	5	1	0	38.53	0.42	1.42	0.45
158.059810746	5	1	0	30.05	0.54	39.93	0.4
169.064640122	5	1	0	10.91	0.56	13.05	0.49
182.070185583	5	2	0	4.96	0.49	8.16	0.38
197.07426716	5	2	0	37.4	0.48	35.16	0.59
218.079606103	5	2	1	26.91	0.43	32.9	0.42
229.085700249	5	1	1	16.89	0.56	25.3	0.22
242.089808256	5	1	1	38.53	0.42	1.42	0.45
257.092730756	5	1	1	28.58	0.41	26.88	0.43
272.099210359	5	2	1	6.73	0.2	5.51	0.42
285.10239527	5	2	1	6.26	0.32	24.92	0.21
296.107348782	5	1	1	39.82	0.29	32.2	0.33
309.111806083	5	1	1	8.05	0.5	11.37	0.31
324.118040465	5	2	1	19.46	0.58	36.67	0.4
339.122112226	5	1	1	1.2	0.4	0.05	0.52
350.125392814	5	1	1	23.51	0.34	19.56	0.4
365.129404424	5	2	1	6.73	0.55	31.74	0.41
378.133640239	5	2	1	36.13	0.38	39.08	0.34
391.136344793	5	1	1	5.68	0.54	9.92	0.33
402.141079842	5	1	1	15.55	0.26	0.4	0.3
