onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.009514553	5	2	0	6.12	0.51	24.98	0.38
30.011877517	5	1	0	24.68	0.6	26.85	0.56
45.017556715	5	2	0	12.79	0.44	24.18	0.32
58.020079674	5	1	0	31.99	0.34	5.09	0.41
71.02563103	5	2	0	17.48	0.57	20.75	0.51
86.029845895	5	1	0	13.55	0.43	16.19	0.24
101.033308019	5	1	0	20.04	0.29	10.65	0.4
112.037011529	5	1	0	29.92	0.5	32.8	0.46
123.039808893	5	2	0	15.81	0.45	35.61	0.35
136.043705761	5	2	0	25.86	0.26	21.95	0.35
147.046407067	5	1	0	33.32	0.45	22.25	0.46
162.048130419	5	2	0	12.85	0.43	13.44	0.42
173.050758141	5	1	0	36.58	0.25	21.96	0.36
186.054934047	5	2	0	6.77	0.32	6.05	0.46
197.059745556	5	2	0	29.21	0.46	27.97	0.58
218.066313728	5	2	1	20.07	0.37	14.59	0.43
229.070642324	5	2	1	12.99	0.25	8.04	0.27
244.075472205	5	2	1	37.55	0.26	29.85	0.33
257.080871215	5	2	1	0.53	0.52	7.52	0.32
268.085038533	5	2	1	37.75	0.29	33.4	0.38
283.087762947	5	1	1	12.85	0.43	13.44	0.42
298.089280332	5	2	1	6.79	0.36	13.19	0.23
309.091771018	5	1	1	15.66	0.26	0.29	0.46
324.092950552	5	2	1	12.79	0.44	24.18	0.32
335.098828453	5	1	1	33.63	0.38	38.05	0.2
346.104071532	5	1	1	25.42	0.32	32.1	0.23
361.107188926	5	1	1	30.12	0.57	30.36	0.53
374.110695829	5	2	1	32.72	0.31	20.69	0.52
387.11347668	5	1	1	15.71	0.57	15.78	0.47
400.11918148	5	2	1	33.29	0.4	30.87	0.44
