onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.00496685	5	1	0	30.78	0.23	14.88	0.37
30.008198388	5	2	0	24.6	0.31	21.71	0.38
45.013417707	5	2	0	33.28	0.22	20.53	0.45
56.016944556	5	1	0	14.53	0.5	16.65	0.21
67.022252814	5	1	0	14.09	0.54	20.99	0.22
80.027265403	5	1	0	29.95	0.23	7.52	0.42
95.031471101	5	2	0	5.17	0.33	2.73	0.57
110.036030883	5	2	0	39.99	0.37	39.89	0.48
121.039507224	5	1	0	13.84	0.37	15.37	0.2
136.042918552	5	2	0	1.32	0.29	20.76	0.25
149.050873156	5	1	0	35.36	0.39	39.94	0.25
162.056451387	5	2	0	0.45	0.55	12.29	0.44
175.059588945	5	1	0	25.38	0.28	25.45	0.26
186.061301897	5	2	0	5.61	0.34	7.32	0.27
197.065577108	5	1	0	32.24	0.33	21.56	0.46
218.072806493	5	1	1	29.95	0.23	7.52	0.42
233.078795912	5	1	1	27.51	0.27	2.49	0.56
244.083411285	5	1	1	15.85	0.52	18.71	0.31
259.089622149	5	1	1	36.66	0.43	23.72	0.57
270.093191077	5	1	1	22.06	0.57	34.05	0.42
283.097436951	5	2	1	29.18	0.3	39.35	0.25
298.100080294	5	1	1	35.71	0.26	21.67	0.42
311.103486393	5	2	1	29.29	0.34	36.85	0.27
324.108786715	5	2	1	2.65	0.24	2.6	0.31
335.113371912	5	1	1	38.08	0.44	36.31	0.45
350.117713337	5	2	1	16.54	0.49	34.12	0.45
365.122368965	5	1	1	2.25	0.29	0.54	0.56
378.12772663	5	2	1	2.74	0.6	5.56	0.38
391.132785534	5	2	1	39.99	0.37	39.89	0.48
402.137509364	5	1	1	12.59	0.33	13.06	0.24
