onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.009331756	5	2	1	28.63	0.35	28.57	0.57
28.014541795	5	2	1	4.28	0.56	33.25	0.5
43.017324286	5	1	1	37.79	0.37	29.25	0.43
56.021676019	5	1	1	18.88	0.31	19.08	0.21
67.0268582	5	1	1	16.6	0.51	18.25	0.41
78.031337839	5	1	1	6.94	0.38	4.95	0.41
93.036534363	5	2	1	6.11	0.53	25.52	0.36
104.040636273	5	1	1	32.93	0.59	39.06	0.37
117.045749408	5	2	1	39.56	0.37	34.03	0.53
132.050642456	5	2	1	24.8	0.34	17.59	0.58
145.05443879	5	1	1	3.01	0.57	4.06	0.48
158.058981255	5	1	1	35.92	0.29	21.48	0.51
173.06344669	5	1	1	39.2	0.54	16.34	0.55
188.067005239	5	1	1	24.53	0.23	3.05	0.51
199.069635214	5	2	1	18.92	0.3	17.84	0.31
218.074629687	5	2	0	6.8	0.51	30.31	0.22
231.078350226	5	2	0	18.91	0.54	35.32	0.29
244.083084032	5	1	0	19.64	0.49	21.91	0.35
259.085602244	5	2	0	35.35	0.24	32.28	0.52
274.091157656	5	2	0	6.21	0.6	15.27	0.43
289.095480403	5	1	0	16.6	0.51	18.25	0.41
300.099007066	5	1	0	39.8	0.26	18.88	0.32
313.105014579	5	1	0	10.99	0.39	5.67	0.49
324.109831051	5	1	0	6.94	0.38	4.95	0.41
337.114926568	5	1	0	26.01	0.34	33.65	0.22
348.118925129	5	1	0	16.31	0.29	4.9	0.33
363.124629101	5	1	0	18.76	0.24	7.15	0.56
376.130692338	5	2	0	0.41	0.55	32.41	0.38
387.135076951	5	1	0	14.01	0.26	1.91	0.38
398.138557952	5	1	0	20.14	0.35	39.68	0.2
