onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.008274362	5	2	1	13.29	0.3	11.72	0.58
30.012264312	5	2	1	38.17	0.45	31.01	0.59
41.01927806	5	2	1	10.93	0.56	15.4	0.41
56.025476291	5	2	1	3.62	0.56	31.53	0.2
67.029120656	5	1	1	10.99	0.39	5.67	0.49
80.0337126	5	2	1	26.48	0.42	35.12	0.24
95.038285342	5	2	1	26.58	0.33	29.01	0.28
106.040206471	5	1	1	18.85	0.51	20.9	0.34
117.04630203	5	2	1	14.79	0.43	38.77	0.29
132.051157618	5	2	1	4.64	0.56	26.44	0.4
143.053519458	5	2	1	27.89	0.48	35.36	0.39
158.058979579	5	2	1	14.48	0.24	35.39	0.22
171.06422803	5	1	1	23.04	0.36	3.47	0.37
184.06967055	5	1	1	22.72	0.52	32.98	0.23
199.074757594	5	2	1	39.15	0.2	26.34	0.55
218.081234384	5	2	0	38.5	0.22	26.65	0.58
229.084617142	5	1	0	32.47	0.2	11.45	0.6
244.090130705	5	2	0	28.63	0.35	28.57	0.57
257.093373036	5	1	0	20.43	0.23	13.12	0.55
272.098451629	5	2	0	14.48	0.24	35.39	0.22
285.102157326	5	1	0	15.41	0.4	18.55	0.27
296.106129691	5	2	0	2.07	0.24	1.54	0.47
311.109100279	5	2	0	36.2	0.24	35.2	0.28
324.114847475	5	1	0	37.98	0.3	32.7	0.43
337.119092634	5	1	0	14.21	0.51	18.33	0.36
348.122842426	5	2	0	27.89	0.48	35.36	0.39
359.126245427	5	1	0	9.52	0.56	16.02	0.29
370.130241792	5	2	0	14.79	0.43	38.77	0.29
385.135408264	5	1	0	30.04	0.32	5.65	0.38
400.139269746	5	2	0	6.11	0.53	25.52	0.36
