onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.005749924	5	2	1	19.29	0.36	38.69	0.27
28.00933384	5	1	1	13.9	0.23	8.86	0.35
43.01415662	5	1	1	25.24	0.44	1.95	0.48
54.019036338	5	2	1	5.65	0.59	22.07	0.27
67.023113452	5	2	1	8.29	0.51	21.77	0.27
82.030808163	5	2	1	12.66	0.58	28.07	0.35
95.035769491	5	2	1	1.41	0.58	25.73	0.46
110.041346251	5	2	1	17.85	0.37	24.65	0.23
123.045496962	5	2	1	20.14	0.55	36.43	0.35
136.048560974	5	2	1	38.79	0.37	26.17	0.46
151.051774308	5	2	1	19.7	0.51	28.96	0.39
162.055011573	5	1	1	33.66	0.24	30.97	0.29
173.058569645	5	2	1	1.8	0.3	3.01	0.24
188.064401503	5	1	1	12.89	0.49	21.36	0.33
199.07100355	5	1	1	18.28	0.6	30.67	0.3
218.078093387	5	2	0	22.89	0.26	28.56	0.25
231.083157875	5	2	0	11.52	0.32	32.19	0.21
244.087727402	5	2	0	8.01	0.4	19.8	0.2
257.093074211	5	1	0	9.44	0.29	4.68	0.44
268.098484523	5	2	0	15.62	0.38	18.59	0.36
283.103370093	5	1	0	11.17	0.22	4.34	0.3
296.108328427	5	1	0	32.19	0.5	11.96	0.51
307.112529611	5	1	0	33.63	0.49	1.09	0.53
320.116619997	5	1	0	4.4	0.28	0.89	0.48
331.122343067	5	2	0	22.47	0.5	37.06	0.38
346.127469738	5	1	0	26.97	0.45	18.05	0.56
361.13120616	5	1	0	32.96	0.2	15.43	0.27
376.134028561	5	1	0	32.85	0.34	18.95	0.54
391.137643714	5	1	0	24.73	0.6	35.07	0.35
402.143605544	5	2	0	0.06	0.59	7.14	0.24
