onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.007250214	5	2	1	8.66	0.48	29	0.2
32.011897623	5	2	1	18.54	0.36	35.05	0.28
47.018554246	5	1	1	4.4	0.28	0.89	0.48
62.02210184	5	1	1	34.32	0.21	18.49	0.34
75.028761741	5	1	1	17.12	0.33	20.48	0.29
88.032821202	5	2	1	15.81	0.47	23.89	0.35
101.036323665	5	2	1	27.18	0.39	39.47	0.25
114.041427	5	2	1	5.38	0.55	18.31	0.39
125.044614187	5	1	1	32.58	0.21	18.48	0.46
136.048745155	5	1	1	11.53	0.25	1.62	0.56
147.05294639	5	1	1	5.75	0.33	8.28	0.21
160.057848491	5	2	1	22.85	0.54	39.78	0.48
175.06145926	5	1	1	28.72	0.39	13.05	0.6
190.066316463	5	1	1	33.84	0.31	15.48	0.54
201.071848622	5	1	1	32.85	0.34	18.95	0.54
218.078439449	5	2	0	2.89	0.43	36.32	0.4
231.084149888	5	2	0	16.64	0.59	39.44	0.31
242.090671943	5	1	0	21.63	0.33	17.52	0.44
253.096070701	5	2	0	8.14	0.52	37.13	0.26
264.098980873	5	1	0	28.34	0.28	13.42	0.34
277.102885577	5	1	0	25.41	0.25	9.94	0.48
292.107713141	5	1	0	35.89	0.21	16.16	0.36
305.112097949	5	2	0	7.53	0.38	5.19	0.57
316.116678319	5	1	0	27.78	0.32	4.39	0.56
331.119847699	5	2	0	4.74	0.52	10.42	0.24
342.124122865	5	2	0	1.41	0.58	25.73	0.46
357.129231958	5	1	0	5.75	0.33	8.28	0.21
372.132201085	5	1	0	24.41	0.36	11.04	0.57
385.137518129	5	1	0	22.84	0.25	0.28	0.4
398.140946786	5	1	0	20.94	0.52	22.12	0.47
