onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.007425346	5	1	1	35.18	0.22	15.41	0.47
32.009544038	5	2	1	17.94	0.39	39.28	0.21
45.012290641	5	1	1	11.7	0.29	0.07	0.48
60.017760222	5	1	1	17.94	0.34	8.69	0.45
73.0227191	5	2	1	5.48	0.43	35.03	0.22
86.027123526	5	1	1	21.06	0.25	13.56	0.49
101.031193542	5	2	1	18.34	0.33	29.87	0.24
122.040869191	5	2	1	7.51	0.59	16.15	0.23
137.042806671	5	1	1	32.71	0.2	13.59	0.43
148.046523758	5	2	1	10.45	0.48	19.99	0.26
161.050565849	5	1	1	11.7	0.22	1.17	0.23
176.056627568	5	2	1	11.52	0.59	14.71	0.53
189.060303839	5	1	1	15.05	0.21	9.46	0.37
200.063519491	5	1	1	25.53	0.35	3.07	0.55
211.06878585	5	2	1	33.36	0.42	29.24	0.56
228.074688159	5	1	0	34.15	0.22	23.32	0.38
243.079891438	5	1	0	12.47	0.48	13.3	0.42
256.082612896	5	2	0	12.78	0.23	10.45	0.52
277.089993647	5	1	0	32.71	0.2	13.59	0.43
290.094289364	5	1	0	11.52	0.59	14.71	0.53
301.099111166	5	1	0	34.05	0.27	23.14	0.44
314.102567278	5	1	0	34.67	0.38	21.95	0.52
329.105917341	5	1	0	14.76	0.31	7.88	0.32
344.10972726	5	1	0	8.39	0.33	2.21	0.36
355.111908776	5	1	0	37.99	0.35	25.12	0.52
368.115935208	5	1	0	35.18	0.22	15.41	0.47
383.118201033	5	1	0	12.16	0.33	18.26	0.24
394.122330968	5	2	0	0.6	0.54	28	0.3
407.125777598	5	2	0	13.65	0.49	14.16	0.46
422.130886599	5	1	0	32.35	0.29	0.59	0.47
