onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.004952343	5	2	0	29.32	0.49	23.92	0.55
30.01026955	5	2	0	4.74	0.53	22.31	0.51
45.016247487	5	2	0	4.2	0.44	6.18	0.41
56.019926743	5	1	0	11.58	0.26	3.73	0.52
81.028122427	5	1	0	35.62	0.4	7.49	0.47
94.033362868	5	1	0	39.03	0.4	12.21	0.44
107.036696598	5	1	0	35.78	0.59	0.76	0.6
120.045089675	5	2	0	16.38	0.49	34.15	0.27
131.048107068	5	1	0	9.14	0.39	0.72	0.57
146.051630366	5	2	0	24.14	0.31	34.92	0.24
157.055432124	5	2	0	18.34	0.33	29.87	0.24
168.060229797	5	2	0	17.17	0.52	37.69	0.43
183.066426959	5	2	0	6.63	0.44	31.56	0.31
198.071955891	5	1	0	6.82	0.57	11.15	0.29
229.084794831	5	2	0	2.68	0.38	7.8	0.31
248.090206339	5	1	1	39.82	0.48	33.29	0.5
259.0954471	5	2	1	4.65	0.45	11.96	0.27
270.099792878	5	2	1	17.4	0.31	12.61	0.45
281.102254659	5	1	1	14.16	0.34	8.36	0.54
296.106353414	5	2	1	20.45	0.28	12.6	0.53
309.11030659	5	1	1	8.39	0.33	2.21	0.36
332.119895444	5	1	1	36.63	0.37	18.52	0.48
347.126546506	5	2	1	3.58	0.51	8.83	0.28
372.136226569	5	1	1	34.15	0.22	23.32	0.38
385.139084844	5	1	1	29.81	0.55	34.83	0.44
400.142875937	5	1	1	10.56	0.29	2.14	0.35
415.146978515	5	1	1	6.15	0.54	7	0.34
428.151026479	5	1	1	16.25	0.42	9.54	0.51
