onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.009277604	5	1	1	38.15	0.51	28.85	0.58
30.012579214	5	1	1	29.6	0.25	16.63	0.41
45.015171334	5	2	1	6.63	0.44	31.56	0.31
60.019515717	5	1	1	29.32	0.49	23.92	0.55
71.022055211	5	1	1	37.71	0.24	9.1	0.41
82.025286045	5	2	1	13.76	0.34	7.99	0.54
95.030517137	5	1	1	39.89	0.27	30.59	0.36
120.034782027	5	1	1	13.65	0.49	14.16	0.46
143.046532776	5	1	1	6.82	0.57	11.15	0.29
154.052873665	5	2	1	12.16	0.33	18.26	0.24
165.057044785	5	1	1	33.57	0.36	19.11	0.56
178.062259319	5	1	1	34.54	0.54	35.48	0.34
191.066139156	5	1	1	35.78	0.59	0.76	0.6
206.070923034	5	1	1	32.93	0.37	12.91	0.53
221.076722707	5	1	1	38.46	0.45	1.61	0.57
238.083206905	5	1	0	32.93	0.37	12.91	0.53
251.088777212	5	2	0	33.36	0.42	29.24	0.56
264.093033716	5	2	0	3.58	0.51	8.83	0.28
275.098257604	5	2	0	7.63	0.58	11.89	0.38
288.104122235	5	2	0	19.96	0.37	30.6	0.2
301.109046148	5	1	0	29.28	0.4	18.67	0.46
316.112661674	5	2	0	38.69	0.41	33.01	0.46
327.118851207	5	1	0	35.81	0.33	18.14	0.58
338.123213337	5	2	0	29.27	0.25	24.1	0.34
349.126907751	5	1	0	6.15	0.54	7	0.34
364.131296802	5	1	0	22.57	0.43	23.42	0.41
379.135723993	5	1	0	16.25	0.42	9.54	0.51
390.140062775	5	1	0	37.71	0.24	9.1	0.41
405.142932078	5	2	0	9.17	0.55	21.94	0.39
418.146276451	5	2	0	13.67	0.24	9.76	0.35
