onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.007544004	5	2	1	7.48	0.29	9.63	0.28
28.010932989	5	1	1	35.62	0.4	7.49	0.47
59.022984523	5	1	1	24.07	0.57	29.84	0.48
74.026901132	5	1	1	9.14	0.39	0.72	0.57
87.032558057	5	1	1	19.24	0.42	37.94	0.24
108.04137633	5	2	1	28.31	0.2	19.5	0.49
119.044414644	5	1	1	6.68	0.58	7.51	0.39
134.047871907	5	1	1	8.47	0.22	4.61	0.32
149.052898512	5	2	1	6.95	0.28	12.22	0.27
162.056193852	5	2	1	36.93	0.32	26.58	0.46
187.068972782	5	1	1	35.81	0.33	18.14	0.58
200.07286676	5	2	1	13.02	0.51	17.72	0.32
215.07730052	5	2	1	7.39	0.57	17.63	0.5
226.081555263	5	2	1	2.94	0.38	12.93	0.25
239.086388051	5	1	1	13.67	0.24	9.76	0.35
258.089688309	5	2	0	30.89	0.35	30.39	0.45
273.095501329	5	1	0	33.57	0.36	19.11	0.56
286.101543967	5	2	0	39.89	0.27	30.59	0.36
301.104736463	5	1	0	10.08	0.43	10.35	0.41
312.109704387	5	2	0	31.44	0.36	29.43	0.39
327.114633409	5	1	0	6.68	0.58	7.51	0.39
338.118794318	5	1	0	5.27	0.36	5.29	0.21
363.125071458	5	1	0	38.98	0.36	4.45	0.56
378.12937109	5	1	0	25.53	0.35	3.07	0.55
391.133919113	5	2	0	17.4	0.31	12.61	0.45
404.138532607	5	1	0	39.82	0.48	33.29	0.5
417.144426169	5	2	0	8.01	0.53	30.19	0.26
428.150104567	5	1	0	38.46	0.45	1.61	0.57
