onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.010081373	5	2	0	29.18	0.3	39.35	0.25
30.013868278	5	2	0	0.89	0.58	2.49	0.56
43.017578482	5	1	0	27.32	0.42	33.85	0.29
54.024428232	5	2	0	2.12	0.41	6.41	0.4
65.028011254	5	1	0	32.09	0.26	19.39	0.35
80.02948084	5	2	0	38.63	0.42	33.96	0.55
93.033692576	5	2	0	20.12	0.22	17.14	0.37
106.038100878	5	1	0	15.85	0.52	18.71	0.31
117.042277085	5	1	0	18.84	0.44	0.14	0.49
128.047063566	5	1	0	22.82	0.49	26.8	0.26
139.051895262	5	1	0	5.95	0.48	4.41	0.6
154.058985284	5	1	0	20.85	0.37	0.44	0.47
169.066037032	5	1	0	12.52	0.29	4.12	0.55
182.070422292	5	2	0	11.29	0.47	38.71	0.22
197.075224349	5	2	0	31.97	0.4	34.52	0.36
218.080859612	5	1	1	2.66	0.5	1.26	0.51
229.085399542	5	1	1	13.84	0.37	15.37	0.2
244.088681319	5	2	1	18.71	0.54	30.24	0.53
257.091699694	5	2	1	24.6	0.31	21.71	0.38
268.096176312	5	1	1	37.42	0.48	1.9	0.54
279.097887033	5	1	1	22.82	0.49	26.8	0.26
292.101361527	5	1	1	5.95	0.48	4.41	0.6
307.10530983	5	1	1	37.74	0.43	39.65	0.36
318.108002332	5	1	1	15.34	0.23	3.27	0.3
331.11040087	5	2	1	13.61	0.46	16.58	0.43
346.112956189	5	1	1	8.41	0.52	10.81	0.3
357.118882713	5	2	1	5.63	0.33	24.19	0.24
372.125326796	5	1	1	10.96	0.5	2.8	0.58
387.129412984	5	2	1	36.64	0.22	32.77	0.26
400.132737181	5	1	1	18.84	0.44	0.14	0.49
