onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.008838019	5	2	0	2.72	0.34	4.93	0.21
32.013521243	5	2	0	38.93	0.23	31.26	0.37
47.016982118	5	1	0	38.08	0.44	36.31	0.45
58.02176841	5	1	0	12.59	0.33	13.06	0.24
69.028866457	5	2	0	2.65	0.24	2.6	0.31
80.03181764	5	1	0	37.04	0.59	37.3	0.41
93.036110944	5	1	0	25.67	0.48	20.82	0.53
106.038824908	5	2	0	16.16	0.2	13.61	0.46
121.04232059	5	1	0	27.51	0.27	2.49	0.56
134.045158981	5	2	0	33.43	0.31	26.15	0.45
149.049855025	5	1	0	37.74	0.43	39.65	0.36
162.055199992	5	2	0	21.83	0.29	29.99	0.2
175.060734567	5	2	0	16.54	0.49	34.12	0.45
190.065814414	5	2	0	1.53	0.58	30.05	0.4
201.070634616	5	2	0	32.35	0.56	35.18	0.53
218.079734776	5	2	1	7.8	0.35	31.37	0.24
231.083651649	5	1	1	28.45	0.26	4.17	0.6
244.088477057	5	1	1	8.02	0.21	1.12	0.55
255.091820476	5	1	1	6.13	0.27	4.93	0.31
268.096603528	5	2	1	17.49	0.4	30.96	0.24
279.100535381	5	1	1	7.82	0.58	8.26	0.5
294.106126926	5	2	1	11.29	0.47	38.71	0.22
309.108556567	5	2	1	20.45	0.21	18.94	0.44
322.112294594	5	2	1	30.03	0.44	36.35	0.4
337.116816324	5	2	1	29.11	0.37	24.44	0.51
348.121560014	5	1	1	20.85	0.37	0.44	0.47
363.124585129	5	2	1	38.93	0.23	31.26	0.37
374.131138708	5	1	1	35.36	0.39	39.94	0.25
385.135479074	5	2	1	5.61	0.34	7.32	0.27
400.139411443	5	2	1	0.89	0.58	2.49	0.56
