onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006729747	5	1	1	34.6	0.3	9.08	0.38
28.010373709	5	2	1	33.43	0.31	26.15	0.45
39.014691212	5	1	1	32.24	0.33	21.56	0.46
54.018698997	5	2	1	13.65	0.38	19.65	0.32
69.024647385	5	1	1	14.09	0.54	20.99	0.22
80.029898452	5	2	1	33.28	0.22	20.53	0.45
93.035740467	5	2	1	7.85	0.55	22.09	0.42
106.040709662	5	1	1	10.21	0.49	19.91	0.22
119.044838465	5	2	1	22.22	0.41	29.48	0.39
134.050009507	5	1	1	25.67	0.48	20.82	0.53
147.053788957	5	1	1	21.63	0.4	36.45	0.2
158.0599678	5	2	1	36.81	0.23	15.01	0.6
173.062485302	5	2	1	24.37	0.28	18.08	0.59
188.065516489	5	1	1	35.04	0.25	21.17	0.32
199.069233644	5	1	1	10.66	0.24	4.82	0.48
218.07644647	5	1	0	25.47	0.43	4.03	0.57
233.079030961	5	2	0	7.85	0.55	22.09	0.42
246.08189736	5	1	0	21.51	0.28	17.35	0.3
257.085170273	5	1	0	8.02	0.21	1.12	0.55
270.090034884	5	1	0	7.82	0.58	8.26	0.5
283.09404175	5	2	0	5.63	0.33	24.19	0.24
294.100600742	5	1	0	2.66	0.5	1.26	0.51
305.10432503	5	2	0	9.63	0.39	8.44	0.53
318.109829914	5	2	0	29.11	0.37	24.44	0.51
333.112519758	5	2	0	20.45	0.21	18.94	0.44
344.115833822	5	2	0	22.73	0.51	36.21	0.28
355.118981664	5	2	0	36.81	0.23	15.01	0.6
370.122778185	5	1	0	28.78	0.47	30.47	0.31
383.127298026	5	2	0	22.1	0.42	31.94	0.38
398.131872052	5	1	0	30.42	0.36	3.78	0.38
