onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006124655	5	1	0	21.32	0.21	4.43	0.22
32.010124481	5	2	0	16.36	0.28	12.74	0.41
43.015367037	5	2	0	5.69	0.58	18.69	0.25
58.019637388	5	2	0	3.28	0.58	31.94	0.26
69.026823189	5	2	0	29.61	0.2	28.4	0.24
84.030481331	5	1	0	12.04	0.39	6.05	0.56
95.035613963	5	2	0	8.96	0.53	35.32	0.21
108.04110738	5	1	0	16.64	0.45	35.34	0.24
123.044834807	5	2	0	1.68	0.57	7.1	0.35
136.051297297	5	1	0	28.91	0.34	15.35	0.51
149.054512361	5	2	0	6.79	0.36	13.19	0.23
162.055857666	5	1	0	28.09	0.3	31.93	0.22
173.059163876	5	1	0	37.18	0.22	12.88	0.29
188.0648187	5	2	0	17.64	0.32	11.46	0.4
199.067230408	5	1	0	32.24	0.37	35.91	0.35
218.07138318	5	1	1	12.6	0.31	4.34	0.4
233.075038298	5	2	1	4.63	0.54	13.75	0.47
246.07777668	5	2	1	8.07	0.3	3.7	0.49
257.081002082	5	1	1	25.09	0.46	37.6	0.39
272.083371649	5	2	1	9.79	0.21	5.2	0.42
287.088584596	5	1	1	23.04	0.24	11.06	0.25
302.091722693	5	1	1	17.37	0.48	33.46	0.25
317.095122761	5	1	1	23.96	0.6	34.94	0.26
330.098125027	5	2	1	24.15	0.45	17.7	0.55
341.103081508	5	2	1	2.14	0.37	4.94	0.23
354.106543679	5	1	1	23.08	0.24	23.67	0.2
365.112866282	5	1	1	11.12	0.35	6.24	0.53
376.119487722	5	1	1	38.03	0.55	6.29	0.56
389.1235722	5	1	1	10.22	0.47	1.77	0.48
402.128056534	5	2	1	11.42	0.32	20.26	0.24
