onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.007192675	5	1	0	18.43	0.35	22.8	0.21
28.010252107	5	1	0	32.11	0.34	2.27	0.53
41.012940767	5	1	0	21.99	0.26	13.99	0.39
54.017196037	5	2	0	38.58	0.46	31.08	0.6
67.02170333	5	2	0	0.78	0.43	5.13	0.24
82.027984435	5	2	0	7.64	0.45	22.16	0.27
93.030809648	5	2	0	6.67	0.45	24.13	0.3
104.03401271	5	2	0	27.3	0.42	29.97	0.41
115.038922098	5	2	0	5.6	0.48	18.27	0.38
128.044767992	5	1	0	12.88	0.22	1.34	0.51
141.04816533	5	2	0	7.42	0.29	6.77	0.44
152.051233287	5	2	0	3.29	0.56	15.24	0.26
167.055677241	5	2	0	17.09	0.4	12.22	0.57
182.060382124	5	2	0	1.18	0.37	34.44	0.29
197.064213066	5	2	0	11.01	0.59	20.11	0.48
218.073044441	5	1	1	19.27	0.25	12.65	0.29
231.078186687	5	2	1	1.18	0.37	34.44	0.29
246.084833812	5	1	1	7.32	0.59	14.67	0.22
261.089104661	5	1	1	21.21	0.3	4.36	0.54
272.091344176	5	1	1	30.71	0.33	24.39	0.34
285.099656723	5	2	1	12.33	0.52	16.91	0.5
300.105830409	5	1	1	33.41	0.42	7.05	0.48
315.109749201	5	2	1	28.38	0.41	21.77	0.55
326.114507705	5	2	1	0.78	0.43	5.13	0.24
337.121787453	5	1	1	29.43	0.45	26.7	0.55
348.124329508	5	2	1	7.99	0.27	17.48	0.2
359.127354896	5	2	1	8.01	0.34	6.97	0.43
374.131044538	5	1	1	14.62	0.6	14.92	0.35
387.135630926	5	1	1	28.22	0.28	13.69	0.34
400.141662473	5	1	1	9.65	0.42	14.19	0.27
