onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.005831973	5	1	1	11.73	0.57	12.9	0.34
32.010110311	5	2	1	3.29	0.56	15.24	0.26
43.013542895	5	1	1	31.89	0.2	24.97	0.39
54.01957101	5	1	1	34.78	0.36	25.47	0.38
69.02392572	5	1	1	33.49	0.25	25.21	0.33
82.027770022	5	2	1	4.85	0.5	11.1	0.32
93.033748899	5	1	1	39.04	0.21	23.23	0.37
106.0389652	5	1	1	21.49	0.4	21.57	0.36
117.041526194	5	2	1	13.68	0.56	34.41	0.49
130.046166727	5	2	1	10.99	0.39	23.42	0.21
145.052050749	5	1	1	2.86	0.37	21.1	0.22
158.056414388	5	1	1	38.59	0.41	27.27	0.47
173.062503388	5	1	1	5.5	0.23	2.25	0.25
186.067069631	5	1	1	17.09	0.4	12.22	0.57
201.07230095	5	1	1	5.85	0.33	6.74	0.24
218.079037132	5	1	0	34.61	0.21	10.58	0.46
231.08370296	5	1	0	10.03	0.29	4.17	0.52
246.087490951	5	1	0	28.13	0.2	2.3	0.4
261.092559678	5	1	0	6.18	0.38	4.59	0.45
272.095301714	5	2	0	2.14	0.36	14.97	0.31
285.100132364	5	2	0	8.01	0.34	6.97	0.43
296.103569794	5	2	0	17.78	0.6	38.65	0.56
309.108397904	5	2	0	11.36	0.22	10.01	0.57
322.112405925	5	1	0	32.89	0.47	3.53	0.53
333.116202865	5	2	0	12.87	0.3	18.31	0.24
348.118208093	5	2	0	18.37	0.48	30.72	0.22
369.127613661	5	1	0	21.34	0.22	10.59	0.52
384.13225359	5	2	0	20.33	0.54	30.93	0.23
399.135740481	5	1	0	19.27	0.25	12.65	0.29
412.13807807	5	1	0	21.37	0.36	12.8	0.59
