onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.009159162	5	2	0	2.86	0.37	21.1	0.22
30.010794462	5	2	0	12.98	0.53	19.87	0.4
45.015895358	5	1	0	14.62	0.6	14.92	0.35
56.021159186	5	1	0	39.45	0.46	20.1	0.6
71.024933646	5	2	0	21.59	0.55	39.94	0.35
86.030926698	5	1	0	31.89	0.2	24.97	0.39
99.034261495	5	1	0	23.38	0.27	14.65	0.44
110.040475216	5	2	0	12.33	0.52	16.91	0.5
123.045119945	5	1	0	37.38	0.48	33.86	0.55
134.049663936	5	2	0	9.09	0.54	15.38	0.32
149.056751717	5	1	0	33.41	0.42	7.05	0.48
160.059535408	5	1	0	18.47	0.56	17.11	0.59
175.063481055	5	1	0	20.41	0.37	17.18	0.48
188.067250039	5	1	0	37.74	0.23	21.41	0.37
199.070014194	5	2	0	10.99	0.39	23.42	0.21
218.077215665	5	1	1	19.1	0.4	6.88	0.42
229.07934755	5	1	1	34.64	0.25	22.84	0.36
244.083343696	5	2	1	6.67	0.45	24.13	0.3
257.085940168	5	2	1	24.33	0.42	35.96	0.24
278.09557133	5	1	1	23.38	0.27	14.65	0.44
293.100367501	5	1	1	25.35	0.23	7.14	0.45
304.107512032	5	2	1	10.23	0.43	18.02	0.37
317.11017049	5	1	1	11.31	0.51	4.25	0.52
330.114043066	5	1	1	12.88	0.22	1.34	0.51
341.119517555	5	2	1	9.65	0.44	8.35	0.58
356.124309167	5	2	1	6.18	0.38	4.59	0.45
367.129124514	5	1	1	13.79	0.51	14.81	0.4
382.133591127	5	2	1	7.64	0.45	22.16	0.27
395.136269805	5	2	1	4.97	0.34	4.57	0.44
408.143311392	5	1	1	14.62	0.36	2.55	0.38
