onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.00803729	5	1	1	29.11	0.54	15.6	0.58
32.013265027	5	2	1	18.37	0.48	30.72	0.22
45.016547186	5	2	1	11.36	0.22	10.01	0.57
56.020531082	5	1	1	32.87	0.35	33.69	0.27
71.026592611	5	1	1	24.12	0.46	11.63	0.5
84.032217078	5	2	1	8.22	0.6	19.54	0.5
99.038476127	5	2	1	11.65	0.44	37.42	0.33
112.041921262	5	2	1	9.09	0.54	15.38	0.32
127.048163133	5	1	1	12.98	0.53	19.87	0.4
138.052493556	5	1	1	21.6	0.39	22.27	0.22
151.057503809	5	1	1	21.05	0.57	26.81	0.41
162.064645568	5	2	1	14.51	0.49	22.03	0.28
175.070309974	5	2	1	19.14	0.34	27.35	0.23
186.074363674	5	2	1	27.3	0.42	29.97	0.41
197.077178467	5	2	1	18.43	0.35	22.8	0.21
218.08400957	5	1	0	14.44	0.38	15.39	0.32
231.090015689	5	2	0	13.68	0.56	34.41	0.49
246.094762676	5	1	0	38.59	0.41	27.27	0.47
259.098093556	5	1	0	25.9	0.38	27.84	0.27
272.103897103	5	1	0	14.51	0.49	22.03	0.28
283.106313645	5	1	0	28.38	0.41	21.77	0.55
294.109703797	5	2	0	5.71	0.44	23.31	0.25
307.115342234	5	2	0	21.6	0.39	22.27	0.22
322.120663243	5	1	0	10.94	0.48	11.72	0.46
337.125614094	5	1	0	2.39	0.49	2.63	0.29
348.128658084	5	2	0	10.23	0.43	18.02	0.37
359.133023447	5	1	0	5.85	0.33	6.74	0.24
374.136230091	5	1	0	5.5	0.23	2.25	0.25
385.140708642	5	1	0	32.87	0.35	33.69	0.27
400.143924451	5	1	0	10.46	0.45	11.96	0.32
