onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.005388345	5	1	1	8.39	0.33	2.21	0.36
32.010077767	5	1	1	28.31	0.2	19.5	0.49
45.014868784	5	1	1	32.35	0.29	0.59	0.47
58.01878527	5	1	1	13.12	0.57	13.16	0.54
73.020560591	5	1	1	14.76	0.31	7.88	0.32
84.025912144	5	2	1	24.84	0.56	36.59	0.43
97.029598009	5	2	1	15.59	0.35	12.56	0.6
108.033305215	5	2	1	6.95	0.28	12.22	0.27
119.037253612	5	1	1	14.25	0.45	17.64	0.23
134.042079604	5	1	1	18.95	0.41	13.83	0.59
145.045167314	5	1	1	13.32	0.25	3.39	0.44
160.049067563	5	2	1	9.17	0.55	21.94	0.39
171.053216573	5	2	1	2.68	0.38	7.8	0.31
184.057694727	5	2	1	5.48	0.43	35.03	0.22
199.061014784	5	1	1	35.62	0.4	7.49	0.47
218.067130085	5	2	0	38.7	0.27	22.38	0.47
231.072594878	5	1	0	26.03	0.21	0.11	0.46
242.077211923	5	2	0	6.95	0.28	12.22	0.27
255.082855168	5	2	0	13.65	0.49	14.16	0.46
270.084861915	5	2	0	15.59	0.35	12.56	0.6
283.090730456	5	1	0	10.55	0.33	2.76	0.47
294.096177471	5	2	0	9.17	0.55	21.94	0.39
307.10173824	5	1	0	28.77	0.25	7.21	0.55
322.107083543	5	2	0	4.9	0.39	14.47	0.31
337.11260812	5	2	0	4.74	0.53	22.31	0.51
348.118785261	5	1	0	28.71	0.22	13.72	0.31
363.125645058	5	1	0	6.15	0.54	7	0.34
376.129522886	5	2	0	7.74	0.37	6.01	0.4
387.13429577	5	1	0	11.7	0.22	1.17	0.23
398.14068529	5	1	0	23.97	0.48	32.39	0.23
