onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.005490405	5	1	1	33.39	0.34	24.22	0.58
32.009409671	5	1	1	26.03	0.21	0.11	0.46
45.013703517	5	1	1	38.98	0.36	4.45	0.56
56.019246254	5	2	1	16.38	0.49	34.15	0.27
71.02431307	5	1	1	13.29	0.59	20.79	0.38
84.029063588	5	1	1	29.6	0.25	16.63	0.41
95.031806925	5	2	1	16.35	0.52	35.99	0.4
106.036663805	5	1	1	8.47	0.22	4.61	0.32
121.041151696	5	2	1	17.17	0.52	37.69	0.43
132.044792081	5	1	1	39.82	0.48	33.29	0.5
147.048131828	5	2	1	13.26	0.29	17.34	0.2
158.051521494	5	1	1	29.55	0.47	35.18	0.37
171.055702498	5	2	1	21.57	0.56	33.31	0.39
184.058521687	5	1	1	22.99	0.42	31.96	0.28
199.063745644	5	2	1	2.98	0.34	2.52	0.55
218.0696334	5	1	0	39.74	0.31	29.71	0.54
233.07493465	5	1	0	13.8	0.6	14.96	0.42
246.079886001	5	2	0	18.95	0.41	13.83	0.59
261.084952932	5	1	0	13.32	0.25	3.39	0.44
276.088081071	5	1	0	24.15	0.6	24.72	0.43
289.092057531	5	2	0	34.72	0.2	24.58	0.32
304.096860599	5	2	0	7.48	0.29	9.63	0.28
319.100806039	5	1	0	25.53	0.35	3.07	0.55
330.105784079	5	1	0	14.76	0.31	7.88	0.32
343.107801076	5	1	0	26.81	0.3	22.92	0.34
356.111986019	5	2	0	5.48	0.43	35.03	0.22
369.117761642	5	1	0	13.12	0.57	13.16	0.54
380.119204167	5	1	0	9.14	0.39	0.72	0.57
391.12392793	5	1	0	22.57	0.43	23.42	0.41
402.12619141	5	2	0	0.6	0.54	28	0.3
