onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006678901	5	1	0	39.82	0.48	33.29	0.5
32.011547497	5	1	0	25.95	0.54	32.94	0.36
45.015614206	5	1	0	33.37	0.33	37.7	0.26
60.022048819	5	1	0	6.82	0.57	11.15	0.29
71.024824957	5	1	0	23.79	0.43	37.5	0.23
86.028776787	5	1	0	29.18	0.49	32.84	0.37
97.032805118	5	2	0	13.29	0.59	20.79	0.38
112.038588652	5	1	0	38.98	0.36	4.45	0.56
127.041727259	5	2	0	6.63	0.44	31.56	0.31
140.047150629	5	1	0	16.79	0.38	20.4	0.25
153.052989821	5	2	0	36.89	0.25	31.23	0.4
166.057416331	5	1	0	28.2	0.26	9.97	0.52
177.060947128	5	1	0	38.46	0.45	1.61	0.57
188.066374555	5	1	0	8.47	0.22	4.61	0.32
201.06991568	5	2	0	38.69	0.41	33.01	0.46
218.07397441	5	2	1	16.71	0.43	22.97	0.3
229.079939038	5	1	1	39.03	0.4	12.21	0.44
240.083493394	5	1	1	34.72	0.2	24.58	0.32
255.087675892	5	2	1	7.39	0.57	17.63	0.5
268.090865641	5	1	1	7.74	0.37	6.01	0.4
279.094778442	5	2	1	21.82	0.6	34.97	0.45
290.099498253	5	2	1	29.18	0.49	32.84	0.37
305.10309224	5	1	1	6.15	0.54	7	0.34
320.107407367	5	2	1	20.05	0.45	32.76	0.28
333.110177257	5	1	1	32.99	0.46	29.89	0.57
348.114842084	5	1	1	20.85	0.35	24.97	0.29
361.117413939	5	2	1	38.69	0.41	33.01	0.46
376.123534516	5	2	1	8.01	0.53	30.19	0.26
387.126974621	5	1	1	23.97	0.48	32.39	0.23
400.129822226	5	1	1	5.27	0.36	5.29	0.21
