onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.010018249	5	1	0	11.7	0.29	0.07	0.48
32.013245019	5	1	0	27.33	0.57	37.17	0.38
45.015734292	5	1	0	35.16	0.25	20.29	0.3
56.019880895	5	1	0	29.81	0.55	34.83	0.44
69.025228811	5	1	0	27.06	0.4	28.61	0.33
80.028325773	5	2	0	29.6	0.25	16.63	0.41
93.032212955	5	1	0	10.85	0.51	14.86	0.2
108.035398672	5	1	0	17.94	0.34	8.69	0.45
123.041289475	5	2	0	30.89	0.35	30.39	0.45
134.043203464	5	1	0	4.26	0.5	7.12	0.37
147.047333253	5	1	0	25.91	0.51	29.21	0.42
162.049919911	5	2	0	17.86	0.22	9.93	0.54
173.054753793	5	2	0	16.35	0.52	35.99	0.4
186.058784012	5	2	0	27.88	0.36	25.81	0.41
201.062345356	5	2	0	17.17	0.52	37.69	0.43
218.068508196	5	1	1	25.91	0.51	29.21	0.42
233.073187928	5	1	1	18.13	0.46	29.37	0.21
246.078488888	5	1	1	22.1	0.53	22.78	0.27
261.083554155	5	1	1	38.7	0.27	22.38	0.47
274.088129725	5	1	1	34.54	0.54	35.48	0.34
287.091710966	5	2	1	18.34	0.33	29.87	0.24
302.094878565	5	2	1	20.67	0.32	16.82	0.5
313.098442981	5	1	1	11.7	0.22	1.17	0.23
328.103739855	5	1	1	29.81	0.55	34.83	0.44
339.107342076	5	1	1	25.66	0.4	35.98	0.24
352.110953639	5	1	1	19.24	0.42	37.94	0.24
367.114288406	5	1	1	27.06	0.4	28.61	0.33
380.117715351	5	2	1	26.81	0.3	22.92	0.34
391.122828338	5	2	1	6.63	0.44	31.56	0.31
402.129052493	5	2	1	30.73	0.3	28.08	0.47
