onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006541889	5	2	1	38.69	0.41	33.01	0.46
32.010471047	5	2	1	21.57	0.56	33.31	0.39
45.015032094	5	2	1	17.17	0.52	37.69	0.43
58.01993538	5	2	1	20.85	0.35	24.97	0.29
73.025761856	5	2	1	21.75	0.22	16.32	0.44
84.031323622	5	1	1	22.11	0.59	28.79	0.3
97.035971188	5	1	1	23.84	0.29	13.76	0.49
108.039463982	5	2	1	18.13	0.46	29.37	0.21
119.042150682	5	1	1	29.6	0.25	16.63	0.41
134.04608485	5	1	1	5.27	0.36	5.29	0.21
145.05196849	5	1	1	14.57	0.34	6.9	0.52
160.054807992	5	1	1	35.16	0.25	20.29	0.3
171.058928443	5	1	1	7.23	0.6	7.29	0.41
184.061982397	5	1	1	34.54	0.54	35.48	0.34
199.066247914	5	1	1	39.03	0.4	12.21	0.44
218.074067088	5	1	0	15.33	0.22	2.55	0.39
231.077913827	5	2	0	7.39	0.57	17.63	0.5
242.082970679	5	1	0	18.13	0.46	29.37	0.21
255.086407274	5	2	0	19.35	0.37	14.15	0.55
270.092218537	5	2	0	23.84	0.29	13.76	0.49
283.09659982	5	1	0	8.39	0.33	2.21	0.36
294.100802281	5	1	0	35.16	0.25	20.29	0.3
307.103842935	5	1	0	21.82	0.6	34.97	0.45
322.110823137	5	1	0	16.25	0.42	9.54	0.51
337.118439294	5	2	0	0.6	0.54	28	0.3
348.121006317	5	2	0	21.77	0.54	35.27	0.22
363.126887765	5	2	0	17.05	0.23	11.55	0.33
376.13304571	5	1	0	13.12	0.57	13.16	0.54
387.135668684	5	2	0	37.99	0.35	25.12	0.52
398.137226642	5	2	0	16.38	0.49	34.15	0.27
