onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006056648	5	1	0	36.63	0.37	18.52	0.48
30.00899189	5	2	0	14.03	0.57	36.78	0.25
43.01299683	5	2	0	23.79	0.43	37.5	0.23
54.016065753	5	2	0	3.96	0.3	2.94	0.51
67.019194391	5	1	0	11.7	0.22	1.17	0.23
80.026253912	5	2	0	28.31	0.2	19.5	0.49
95.032310104	5	1	0	34.72	0.2	20.87	0.4
106.035053534	5	1	0	29.81	0.55	34.83	0.44
117.039004498	5	1	0	38.69	0.41	33.01	0.46
128.044165368	5	2	0	31.61	0.35	19.29	0.56
143.047500076	5	2	0	15.34	0.31	12.76	0.38
158.05127554	5	1	0	10.55	0.33	2.76	0.47
169.053354798	5	2	0	5.48	0.43	35.03	0.22
184.056192256	5	2	0	30.73	0.3	28.08	0.47
197.061903109	5	1	0	19.68	0.51	17.31	0.58
218.066126739	5	2	1	4.9	0.39	14.47	0.31
231.071108533	5	2	1	19.35	0.37	14.15	0.55
246.072779372	5	1	1	25.53	0.35	3.07	0.55
261.078278819	5	1	1	5.28	0.6	11.13	0.37
272.082051983	5	2	1	5.48	0.43	35.03	0.22
283.085647851	5	1	1	22.99	0.42	31.96	0.28
296.09106314	5	1	1	26.14	0.36	30.85	0.27
311.095635296	5	2	1	2.72	0.27	1.03	0.58
324.098965337	5	1	1	12.6	0.22	4.89	0.29
335.101390403	5	1	1	13.24	0.44	14.93	0.39
346.1085568	5	1	1	31.42	0.25	16.01	0.52
359.11178698	5	2	1	16.35	0.52	35.99	0.4
372.11586326	5	1	1	35.78	0.59	0.76	0.6
387.118125213	5	1	1	36.63	0.37	18.52	0.48
402.123329114	5	1	1	38.46	0.45	1.61	0.57
