onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.00788962	5	2	0	31.6	0.21	15.18	0.35
30.011766793	5	1	0	22.1	0.53	22.78	0.27
45.014574451	5	1	0	30.67	0.27	26.91	0.31
56.019258463	5	1	0	21.41	0.46	28.71	0.42
71.024992316	5	2	0	4.74	0.53	22.31	0.51
84.029673904	5	2	0	1.36	0.38	22.59	0.35
97.034367069	5	1	0	35.78	0.59	0.76	0.6
110.039846259	5	1	0	13.65	0.49	14.16	0.46
121.042757051	5	1	0	21.27	0.48	29.19	0.32
136.048054708	5	1	0	35.91	0.22	34.32	0.24
147.053233823	5	1	0	12.16	0.33	18.26	0.24
158.056967261	5	1	0	26.03	0.21	0.11	0.46
173.060785999	5	1	0	39.03	0.4	12.21	0.44
188.067282083	5	1	0	26.5	0.24	12.12	0.31
199.070035717	5	1	0	15.33	0.22	2.55	0.39
228.07513068	5	2	1	19.24	0.42	37.94	0.24
239.080652115	5	1	1	14.14	0.42	7.23	0.53
250.082933788	5	2	1	3.89	0.37	10.26	0.25
261.086647608	5	2	1	26.53	0.31	7.63	0.6
276.08988262	5	2	1	20.74	0.46	35.3	0.39
289.092763657	5	2	1	16.35	0.52	35.99	0.4
302.099924612	5	1	1	11.7	0.22	1.17	0.23
317.104926709	5	2	1	18.34	0.33	29.87	0.24
332.11391214	5	2	1	29.6	0.25	16.63	0.41
345.117075676	5	2	1	9.37	0.2	8.61	0.3
360.1234306	5	2	1	34.45	0.23	27.93	0.33
375.127295223	5	2	1	6.95	0.28	12.22	0.27
388.132574087	5	1	1	37.71	0.24	9.1	0.41
399.135733483	5	2	1	30.5	0.36	13.1	0.53
412.140619278	5	1	1	35.58	0.3	33.62	0.32
