onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.00499082	5	1	1	38.69	0.41	33.01	0.46
28.010118649	5	2	1	4.74	0.53	22.31	0.51
39.015430028	5	2	1	18.43	0.37	34.25	0.26
54.019280595	5	2	1	21.27	0.48	29.19	0.32
67.022926885	5	2	1	22.57	0.43	23.42	0.41
78.028111004	5	2	1	7.39	0.57	17.63	0.5
89.033663638	5	2	1	9.17	0.55	21.94	0.39
104.037984226	5	1	1	24.53	0.25	23.08	0.27
119.043247374	5	2	1	2.68	0.38	7.8	0.31
132.048489682	5	1	1	35.16	0.25	20.29	0.3
147.052545617	5	2	1	38.15	0.51	28.85	0.58
160.056132992	5	1	1	39.28	0.43	34.71	0.5
175.06090612	5	2	1	6.63	0.44	31.56	0.31
186.065870859	5	2	1	6.97	0.22	3.87	0.49
199.068721394	5	1	1	23.53	0.4	18.61	0.44
218.076014672	5	1	0	37.99	0.35	25.12	0.52
233.078308145	5	2	0	13.66	0.45	10.47	0.55
246.082440044	5	1	0	4.29	0.56	8.25	0.43
261.086302271	5	1	0	36.65	0.36	33.66	0.38
272.090831203	5	2	0	23.7	0.22	28.32	0.21
287.097112802	5	1	0	9.17	0.55	21.94	0.39
298.101467476	5	2	0	7.37	0.35	18.04	0.26
313.104803171	5	1	0	32.35	0.29	0.59	0.47
328.110503517	5	1	0	34.54	0.54	35.48	0.34
341.113943026	5	2	0	3.89	0.37	10.26	0.25
354.118454071	5	1	0	19.24	0.42	37.94	0.24
367.122778001	5	1	0	6.15	0.54	7	0.34
378.129264015	5	1	0	38.46	0.45	1.61	0.57
389.134197981	5	2	0	6.07	0.35	13.89	0.21
402.138899453	5	1	0	39.28	0.43	34.71	0.5
