onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006839877	5	2	0	20.74	0.46	35.3	0.39
32.009668478	5	1	0	14.14	0.42	7.23	0.53
45.014037086	5	1	0	31.69	0.2	27.59	0.23
60.017660795	5	2	0	6.27	0.33	26.29	0.2
75.023291168	5	1	0	34.45	0.23	27.93	0.33
88.026467407	5	2	0	18.43	0.37	34.25	0.26
103.031669113	5	1	0	35.58	0.3	33.62	0.32
118.034382313	5	1	0	10.85	0.51	14.86	0.2
129.037925857	5	2	0	35.12	0.3	10.2	0.5
142.042684867	5	1	0	16.12	0.56	34.57	0.39
155.046362331	5	1	0	11.7	0.29	0.07	0.48
168.048028532	5	1	0	28.01	0.23	4.98	0.6
179.053664098	5	1	0	9.37	0.2	8.61	0.3
190.057080238	5	2	0	8.72	0.59	14.66	0.45
201.062950024	5	2	0	28.31	0.2	19.5	0.49
218.069980601	5	1	1	30.67	0.27	26.91	0.31
233.07204025	5	2	1	30.89	0.35	30.39	0.45
246.076126249	5	1	1	32.35	0.29	0.59	0.47
257.081298791	5	2	1	12.43	0.5	27.78	0.25
272.086275126	5	2	1	7.37	0.35	18.04	0.26
285.08993685	5	1	1	30.41	0.26	8.85	0.41
296.094014909	5	1	1	35.62	0.4	7.49	0.47
307.099523858	5	2	1	6.07	0.35	13.89	0.21
322.105223832	5	2	1	0.6	0.54	28	0.3
333.109472419	5	2	1	37.99	0.35	25.12	0.52
348.113523443	5	1	1	16.41	0.57	37.19	0.37
359.11820059	5	2	1	14.81	0.29	25.87	0.21
372.122190421	5	2	1	5.48	0.43	35.03	0.22
385.127943	5	1	1	35.91	0.22	34.32	0.24
400.131968344	5	2	1	12.92	0.56	18.35	0.47
