onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.008427745	5	1	0	21.57	0.56	33.31	0.39
30.012781688	5	2	0	30.89	0.35	30.39	0.45
41.016302442	5	1	0	39.82	0.48	33.29	0.5
54.02050955	5	2	0	8.01	0.53	30.19	0.26
69.023648783	5	1	0	17.94	0.34	8.69	0.45
82.029187146	5	1	0	16.06	0.46	11.62	0.48
93.033661285	5	2	0	11.79	0.54	34.52	0.38
106.036716329	5	1	0	11.7	0.22	1.17	0.23
121.041119266	5	1	0	10.55	0.33	2.76	0.47
136.044606526	5	1	0	38.98	0.36	4.45	0.56
147.047842338	5	1	0	16.38	0.49	34.15	0.27
162.053565792	5	1	0	24.53	0.25	23.08	0.27
175.058765054	5	2	0	22.57	0.43	23.42	0.41
186.061347606	5	1	0	36.63	0.37	18.52	0.48
197.06594923	5	2	0	6.97	0.22	3.87	0.49
218.072275223	5	2	1	16.5	0.36	27.39	0.31
233.078150972	5	2	1	36.87	0.4	31.48	0.49
246.081765828	5	1	1	22.1	0.53	22.78	0.27
259.087544067	5	2	1	28.01	0.23	4.98	0.6
284.096489385	5	1	1	35.12	0.3	10.2	0.5
295.101339571	5	2	1	3.46	0.34	26.51	0.2
308.106086928	5	1	1	17.94	0.34	8.69	0.45
319.10986885	5	1	1	39.82	0.48	33.29	0.5
330.115021968	5	1	1	32.23	0.58	33.03	0.54
345.119516845	5	1	1	31.69	0.2	27.59	0.23
356.122647405	5	2	1	6.27	0.33	26.29	0.2
371.127331299	5	1	1	11.79	0.54	34.52	0.38
382.132138205	5	2	1	19.31	0.23	5.24	0.4
395.135916828	5	1	1	11.7	0.29	0.07	0.48
410.139549466	5	2	1	1.36	0.38	22.59	0.35
