onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006509715	5	2	1	31.63	0.33	27.28	0.45
28.010865058	5	1	1	5.27	0.36	5.29	0.21
39.015735301	5	2	1	7.48	0.29	9.63	0.28
50.020416308	5	1	1	29.12	0.5	35.8	0.42
65.024371731	5	1	1	16.25	0.42	9.54	0.51
78.029934674	5	1	1	8.39	0.33	2.21	0.36
91.036833594	5	1	1	11.7	0.29	0.07	0.48
106.039599177	5	1	1	15.48	0.55	14.09	0.57
121.045311733	5	2	1	34.15	0.22	23.32	0.38
134.048033262	5	2	1	34.05	0.27	23.14	0.44
149.051355471	5	1	1	11.7	0.22	1.17	0.23
164.055657898	5	2	1	6.15	0.54	7	0.34
177.060979611	5	2	1	38.15	0.51	28.85	0.58
188.065806253	5	1	1	37.03	0.41	33.81	0.42
201.069406268	5	2	1	33.57	0.36	19.11	0.56
218.076033517	5	1	0	39.97	0.51	34.78	0.6
231.079393149	5	2	0	4.74	0.53	22.31	0.51
246.085132453	5	1	0	37.99	0.35	25.12	0.52
257.090125984	5	2	0	26.95	0.57	28.1	0.52
272.096366596	5	1	0	35.62	0.4	7.49	0.47
285.101140545	5	1	0	39.03	0.4	12.21	0.44
298.106505629	5	1	0	35.78	0.59	0.76	0.6
311.110219408	5	2	0	4.58	0.44	7.88	0.24
322.115985964	5	1	0	13.3	0.6	13.9	0.35
337.119261958	5	2	0	3.58	0.51	8.83	0.28
348.123279737	5	1	0	37.81	0.42	27.18	0.53
359.12609801	5	1	0	22.1	0.53	22.78	0.27
374.130052247	5	2	0	6.63	0.44	31.56	0.31
389.137060736	5	2	0	4.19	0.4	8.45	0.33
400.142199235	5	1	0	17.94	0.34	8.69	0.45
