onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.007214932	5	2	1	25.29	0.58	27.88	0.49
32.011047277	5	1	1	11.84	0.46	10.97	0.51
47.015084442	5	1	1	11.37	0.2	9.16	0.24
60.020308403	5	2	1	7.29	0.56	36.01	0.21
75.024903633	5	2	1	6.75	0.35	32.09	0.31
86.028080672	5	2	1	0.82	0.43	33.53	0.27
97.033210483	5	1	1	27.22	0.32	2.73	0.52
108.038251481	5	1	1	23.67	0.28	9.47	0.42
123.042801463	5	1	1	24.1	0.24	14.45	0.54
136.048794462	5	2	1	7	0.57	7.64	0.44
157.056324805	5	2	1	9.29	0.47	16.15	0.24
168.062727765	5	2	1	14.56	0.48	33.59	0.23
181.067867672	5	1	1	19.38	0.52	23.37	0.36
194.071998631	5	1	1	35.96	0.2	16.29	0.53
209.077142101	5	1	1	20.19	0.53	24.72	0.4
228.084180686	5	1	0	5.4	0.48	8.7	0.21
243.090245544	5	1	0	36.3	0.22	30.09	0.56
258.094299964	5	1	0	3.13	0.4	1.07	0.53
269.097285183	5	1	0	30.15	0.28	2.04	0.36
280.100995316	5	1	0	11.84	0.46	10.97	0.51
293.104751718	5	1	0	29.35	0.45	23.44	0.56
306.108224083	5	1	0	35.63	0.23	10.95	0.43
319.110783177	5	1	0	32.91	0.29	27.14	0.39
330.113917475	5	2	0	3.89	0.58	39.2	0.23
345.119332451	5	2	0	0.32	0.53	22.46	0.22
356.122970465	5	1	0	24.51	0.31	15.06	0.48
367.128722814	5	1	0	18.46	0.29	13.4	0.31
382.131218412	5	2	0	9.29	0.47	16.15	0.24
395.135059165	5	1	0	27.94	0.37	17.75	0.49
410.140369939	5	2	0	3.29	0.43	16.64	0.29
