onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.004533859	5	1	0	7	0.57	7.64	0.44
28.009936479	5	2	0	17.83	0.28	20.27	0.2
41.016429181	5	2	0	12.8	0.5	24.59	0.28
56.019801747	5	1	0	35.2	0.54	29.82	0.56
67.025318086	5	1	0	16.71	0.39	7.75	0.42
82.029773933	5	1	0	35.96	0.2	16.29	0.53
95.036050985	5	1	0	25.32	0.24	14.35	0.29
108.042535605	5	1	0	34.11	0.48	28.73	0.57
123.04661597	5	2	0	21.32	0.35	24.39	0.3
136.050357412	5	2	0	8.71	0.39	15.2	0.38
151.053669935	5	1	0	22.93	0.35	4.02	0.36
166.057328586	5	1	0	17.03	0.44	10.75	0.55
177.059630778	5	1	0	31.29	0.25	17.36	0.54
190.062578952	5	1	0	30.62	0.3	3.94	0.34
201.067046626	5	1	0	25.98	0.41	16.15	0.55
218.075174736	5	2	1	29.35	0.45	23.44	0.56
233.080034032	5	1	1	22.3	0.43	26.28	0.23
244.083890676	5	1	1	29.9	0.32	7.25	0.38
257.08759779	5	1	1	25.98	0.41	16.15	0.55
268.090340248	5	2	1	14.44	0.39	23.13	0.25
283.09377561	5	2	1	10.99	0.21	8.21	0.41
294.096481884	5	2	1	6.59	0.41	20.36	0.25
305.102245376	5	1	1	33.93	0.24	7.27	0.5
318.10715765	5	2	1	0.32	0.53	22.46	0.22
333.111553223	5	2	1	32.91	0.29	27.14	0.39
346.11651521	5	2	1	2.04	0.58	16.56	0.49
359.11805438	5	2	1	8.66	0.3	7.37	0.47
374.122407709	5	2	1	22.77	0.34	37.12	0.22
385.126543088	5	1	1	30.62	0.3	3.94	0.34
400.130195988	5	1	1	21.32	0.35	24.39	0.3
