onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.00662346	5	2	1	5.1	0.6	11.54	0.21
28.012730041	5	1	1	31.57	0.52	10.3	0.57
41.018692501	5	2	1	5.15	0.55	10.84	0.41
56.023987088	5	2	1	3.29	0.43	16.64	0.29
67.026950006	5	2	1	14.48	0.42	26.04	0.29
80.029437921	5	2	1	5.9	0.37	14.03	0.21
95.032869103	5	2	1	3.89	0.58	39.2	0.23
108.038944791	5	2	1	36.85	0.34	30.52	0.42
123.043037449	5	1	1	35.63	0.23	10.95	0.43
134.046747835	5	1	1	24.86	0.28	13.25	0.54
149.054080606	5	1	1	23.5	0.3	32.03	0.23
160.058039641	5	1	1	28.24	0.51	23.77	0.52
173.061478145	5	2	1	10.37	0.2	8.67	0.43
184.067604584	5	1	1	31.69	0.35	27.43	0.39
199.070264554	5	2	1	17.03	0.44	10.75	0.55
218.07570467	5	2	0	25.29	0.58	27.88	0.49
233.079767034	5	2	0	8.5	0.5	15.31	0.34
246.083129068	5	2	0	24.98	0.31	33.43	0.26
259.086403971	5	1	0	11.37	0.2	9.16	0.24
270.092058822	5	2	0	10.44	0.53	14.65	0.34
283.096382989	5	2	0	11.46	0.55	26.04	0.21
294.101150867	5	1	0	27.43	0.55	3.61	0.57
305.106162504	5	2	0	6.59	0.41	20.36	0.25
316.111779161	5	2	0	20.15	0.6	22.06	0.25
327.116836569	5	2	0	7.99	0.56	28.22	0.36
340.122528861	5	2	0	7.29	0.56	36.01	0.21
353.12654893	5	2	0	18.42	0.6	34.53	0.51
368.131330335	5	2	0	19.38	0.52	23.37	0.36
383.134574872	5	1	0	36.85	0.34	30.52	0.42
398.139035763	5	2	0	5.6	0.44	7.21	0.41
