onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.008220667	5	2	0	25.76	0.32	18.56	0.47
30.013754957	5	2	0	2.79	0.55	16.81	0.22
45.017588197	5	2	0	30.83	0.53	39.77	0.44
58.02064356	5	1	0	17.02	0.57	21.35	0.5
71.027873921	5	1	0	27.96	0.3	13.1	0.55
82.032830029	5	1	0	20.91	0.46	30.17	0.31
97.035935132	5	2	0	18.07	0.27	21.58	0.26
112.040360398	5	1	0	9.44	0.45	11.88	0.2
123.047293419	5	1	0	34.3	0.2	4.26	0.42
134.051042446	5	2	0	8.22	0.25	22.72	0.2
145.055069401	5	2	0	19.09	0.27	10.28	0.46
158.058664771	5	1	0	25.47	0.46	17.42	0.57
173.061099736	5	2	0	3.88	0.39	31.94	0.24
186.065232508	5	2	0	4.67	0.43	14.97	0.32
197.06945995	5	2	0	0.19	0.58	8.88	0.27
218.07447659	5	1	1	34.7	0.29	11.78	0.4
233.077574438	5	2	1	12.08	0.56	38.52	0.34
244.085006252	5	1	1	12.48	0.34	14.18	0.24
257.087081019	5	2	1	6.45	0.29	11.92	0.27
268.090218261	5	2	1	35.62	0.44	31.92	0.52
281.095414494	5	2	1	25.47	0.46	17.42	0.57
294.100934019	5	2	1	27.7	0.45	24.39	0.49
305.104776485	5	1	1	38.82	0.45	39.66	0.23
316.109329848	5	2	1	10.66	0.54	34.92	0.51
331.11345894	5	2	1	27.05	0.42	30.48	0.38
344.118123906	5	1	1	11.1	0.51	12.89	0.36
359.121685522	5	1	1	29.54	0.37	35.33	0.28
374.12591344	5	1	1	37.7	0.32	28.69	0.37
389.129515867	5	2	1	29.9	0.39	26.62	0.57
402.134558342	5	2	1	0.62	0.55	3.1	0.2
