onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.007818711	5	1	1	18.68	0.56	22.34	0.38
32.015129992	5	1	1	16.8	0.6	21.44	0.34
45.020266811	5	2	1	13.5	0.27	19.96	0.23
56.025139249	5	2	1	3.93	0.43	9.3	0.39
71.027296017	5	2	1	2.79	0.55	16.81	0.22
84.03113311	5	1	1	35.75	0.37	33.65	0.4
95.035623482	5	1	1	23.83	0.55	26.35	0.44
108.041562362	5	1	1	18.91	0.41	37	0.24
123.046642639	5	2	1	4.67	0.43	14.97	0.32
138.050233979	5	1	1	32.43	0.21	10.63	0.25
149.055604887	5	1	1	23.65	0.6	33.88	0.41
164.061570585	5	2	1	8.22	0.25	22.72	0.2
175.065083717	5	1	1	32.73	0.23	25.39	0.24
188.068410042	5	1	1	3.45	0.21	1.03	0.36
201.071477912	5	2	1	12.47	0.44	17.14	0.4
218.078054773	5	2	0	19	0.53	38.86	0.29
229.080674907	5	2	0	17.39	0.56	28.6	0.49
244.086844961	5	2	0	3.46	0.54	23.99	0.44
257.091320675	5	1	0	22.17	0.44	16	0.54
268.097238216	5	1	0	3.45	0.21	1.03	0.36
283.100867863	5	2	0	15.23	0.55	32.44	0.31
296.104397246	5	1	0	17.59	0.58	31.92	0.24
309.110290833	5	2	0	28.44	0.21	25.07	0.29
320.117292761	5	2	0	4.55	0.44	8.62	0.37
333.124629711	5	2	0	10.66	0.54	34.92	0.51
348.128856666	5	1	0	37.7	0.32	28.69	0.37
359.133242321	5	1	0	16.8	0.6	21.44	0.34
372.137299342	5	1	0	7.76	0.37	2.61	0.6
387.140812652	5	2	0	21.81	0.48	30.16	0.45
398.143987418	5	2	0	4.9	0.57	19.16	0.4
