onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.009753685	5	1	0	24.65	0.45	20.74	0.51
30.014850387	5	2	0	5.5	0.53	13.26	0.39
45.018781288	5	1	0	28.93	0.48	6.86	0.59
60.022434969	5	2	0	18.63	0.42	13.09	0.54
71.028353831	5	1	0	18.39	0.57	29.12	0.41
86.033963587	5	2	0	2.28	0.56	21.16	0.49
99.037879991	5	2	0	12.47	0.44	17.14	0.4
112.041719766	5	2	0	29.9	0.39	26.62	0.57
125.045699989	5	1	0	37.28	0.38	18.7	0.49
136.048406538	5	2	0	3.04	0.31	34.89	0.28
147.052781093	5	1	0	33.45	0.2	14.16	0.41
158.05567257	5	1	0	1.13	0.39	2.16	0.3
169.060122155	5	2	0	35.62	0.44	31.92	0.52
184.066029665	5	1	0	32.73	0.23	25.39	0.24
197.070469921	5	2	0	21	0.29	16.13	0.56
218.07495185	5	2	1	22.4	0.43	16.71	0.5
229.079605421	5	1	1	37.69	0.51	39.43	0.32
244.083419616	5	1	1	35.37	0.42	11.36	0.54
255.088549621	5	2	1	6.05	0.28	3.86	0.5
270.093064636	5	2	1	25.76	0.32	18.56	0.47
283.097631688	5	2	1	1.13	0.39	2.16	0.3
296.102126569	5	1	1	26.75	0.49	39.65	0.25
311.108022336	5	1	1	29.98	0.25	11.16	0.42
326.114333934	5	1	1	13.46	0.47	29.52	0.24
337.117132992	5	1	1	15.29	0.34	16.06	0.29
348.121421268	5	1	1	17.39	0.56	28.6	0.49
363.125991882	5	2	1	16.49	0.3	9.89	0.58
376.131140843	5	1	1	19	0.53	38.86	0.29
389.135682231	5	1	1	17.59	0.58	31.92	0.24
400.14145817	5	1	1	28.58	0.43	25.63	0.44
