onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.008472122	5	1	1	20.85	0.37	0.44	0.47
38.014632307	5	2	1	22.46	0.32	11.9	0.6
49.018669733	5	2	1	33.83	0.29	18.14	0.56
64.023271506	5	1	1	12.52	0.29	4.12	0.55
79.0282509	5	2	1	33.83	0.34	25.96	0.49
90.03111879	5	2	1	22.9	0.5	22.41	0.54
103.032997854	5	1	1	30.97	0.46	38.64	0.25
116.037269634	5	2	1	2.72	0.34	4.93	0.21
129.040356137	5	1	1	13.21	0.57	16.86	0.34
144.04515323	5	1	1	22.47	0.46	25.88	0.36
157.049643238	5	1	1	12.16	0.55	13.53	0.52
168.053508529	5	2	1	32.09	0.26	19.39	0.35
183.05726238	5	2	1	11.29	0.47	38.71	0.22
198.059936785	5	2	1	18.28	0.32	31.13	0.27
209.065531309	5	2	1	20.06	0.3	12.72	0.48
228.076425717	5	2	0	6.16	0.53	32.58	0.39
243.080559891	5	1	0	30.97	0.46	38.64	0.25
256.085800357	5	1	0	13.61	0.46	16.58	0.43
267.089591835	5	1	0	37.28	0.22	10.48	0.6
280.095350523	5	1	0	25.14	0.49	26.3	0.48
293.099237981	5	1	0	27.57	0.22	3.52	0.52
304.104144678	5	1	0	36.56	0.45	27.05	0.57
315.107416871	5	1	0	19.61	0.42	20.89	0.38
328.112456486	5	1	0	10.14	0.6	12.76	0.43
343.116819628	5	2	0	11.07	0.23	8.63	0.54
354.121434225	5	1	0	19.02	0.34	17.41	0.36
365.127965923	5	1	0	32.09	0.26	19.39	0.35
380.133248738	5	1	0	31.71	0.4	33.04	0.29
393.137645616	5	2	0	9.52	0.57	28.68	0.32
408.140885998	5	1	0	30.42	0.36	3.78	0.38
