onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.006849605	5	2	0	2.46	0.44	7.08	0.41
30.009963715	5	2	0	27.51	0.44	22.87	0.53
45.016028279	5	2	0	22.9	0.5	22.41	0.54
56.019430026	5	1	0	22.1	0.42	31.94	0.38
67.02414873	5	2	0	33.83	0.34	25.96	0.49
80.028184976	5	2	0	39.99	0.37	39.89	0.48
95.031175929	5	2	0	7.87	0.2	3.61	0.44
110.035956472	5	2	0	7.8	0.35	31.37	0.24
121.039820847	5	1	0	12.59	0.33	13.06	0.24
136.044711688	5	1	0	28.45	0.26	4.17	0.6
149.050188443	5	1	0	15.85	0.52	18.71	0.31
162.054638796	5	2	0	5.63	0.33	24.19	0.24
175.05982331	5	2	0	10.01	0.35	7.45	0.5
186.065919012	5	2	0	23.7	0.31	39.65	0.2
197.071372719	5	2	0	33.83	0.29	18.14	0.56
218.076104016	5	2	1	39.99	0.37	39.89	0.48
233.081911447	5	1	1	27.51	0.27	2.49	0.56
244.085427012	5	2	1	37.98	0.23	29.92	0.33
259.089989737	5	1	1	29.95	0.23	7.52	0.42
270.095378189	5	1	1	32.37	0.47	20.42	0.59
283.098834071	5	1	1	8.96	0.45	23.25	0.25
298.104162949	5	1	1	32.53	0.21	13.76	0.38
311.108930673	5	1	1	7.82	0.58	8.26	0.5
324.113027885	5	1	1	19.49	0.43	21.91	0.39
335.115322724	5	2	1	0.68	0.34	3.48	0.21
350.119189186	5	1	1	25.47	0.43	4.03	0.57
365.122229129	5	2	1	15.33	0.39	11.95	0.47
378.129624553	5	2	1	28.81	0.22	12.96	0.47
391.134451467	5	2	1	7.8	0.35	31.37	0.24
402.137728427	5	1	1	14.02	0.49	19.02	0.41
