onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.007247061	5	2	0	8.96	0.45	23.25	0.25
30.014538286	5	1	0	25.38	0.28	25.45	0.26
43.019396017	5	1	0	2.66	0.5	1.26	0.51
54.023204088	5	1	0	30.03	0.44	36.35	0.4
65.024981301	5	1	0	37.41	0.57	32.72	0.58
80.030368746	5	1	0	35.04	0.25	21.17	0.32
93.033478045	5	1	0	10.21	0.49	19.91	0.22
106.039166484	5	2	0	37.98	0.23	29.92	0.33
117.043611694	5	2	0	16.54	0.49	34.12	0.45
128.048930463	5	2	0	16.29	0.27	37.27	0.21
139.054221858	5	2	0	34.38	0.56	34.22	0.57
154.059553885	5	1	0	24.46	0.26	1	0.36
169.064465431	5	1	0	22.34	0.21	16.94	0.33
182.069119405	5	2	0	24.37	0.28	18.08	0.59
197.075217138	5	2	0	31.11	0.25	17.23	0.42
218.082429481	5	1	1	36.56	0.45	27.05	0.57
229.088551413	5	1	1	12.59	0.33	13.06	0.24
244.092214733	5	1	1	34.6	0.3	9.08	0.38
257.097133921	5	1	1	27.51	0.44	22.87	0.53
268.101887274	5	1	1	37.42	0.48	1.9	0.54
279.10776649	5	2	1	16.29	0.27	37.27	0.21
292.111980175	5	2	1	34.38	0.56	34.22	0.57
307.114654607	5	2	1	13.69	0.46	27.51	0.2
318.119129456	5	2	1	29.11	0.37	24.44	0.51
331.122913581	5	1	1	13.58	0.52	13.75	0.46
346.127231318	5	1	1	33.43	0.57	34.29	0.54
357.132109994	5	1	1	27.57	0.22	3.52	0.52
372.134485737	5	2	1	33.28	0.22	20.53	0.45
387.138301302	5	2	1	6.02	0.23	4.37	0.34
400.141470024	5	2	1	16.54	0.49	34.12	0.45
