onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.008488459	5	1	0	25.55	0.2	6.89	0.3
32.013619119	5	1	0	6.01	0.24	2.24	0.51
43.015672714	5	2	0	0.39	0.47	2.48	0.29
58.019294267	5	1	0	33.38	0.24	15.56	0.4
73.022379703	5	2	0	24.8	0.53	36.11	0.34
84.026684509	5	2	0	33.28	0.22	20.53	0.45
97.02957879	5	1	0	20.06	0.3	12.72	0.48
112.033704391	5	2	0	15.38	0.56	31.15	0.3
125.038636122	5	1	0	13.58	0.52	13.75	0.46
136.045515709	5	2	0	3.03	0.6	29.64	0.58
147.050543986	5	2	0	6.48	0.53	20.19	0.49
160.05529375	5	2	0	7.85	0.55	22.09	0.42
173.059434576	5	2	0	18.71	0.54	30.24	0.53
186.063565734	5	2	0	13.58	0.41	19.15	0.31
197.067806117	5	1	0	10.96	0.5	2.8	0.58
218.075539737	5	1	1	25.64	0.39	23.26	0.44
231.079699409	5	2	1	31.11	0.25	17.23	0.42
242.082772905	5	2	1	1.53	0.58	30.05	0.4
257.085767119	5	2	1	27.14	0.35	16.79	0.5
270.089588694	5	2	1	3.03	0.6	29.64	0.58
283.094181651	5	1	1	25.68	0.45	19.35	0.54
298.097822985	5	1	1	21.51	0.28	17.35	0.3
313.102284322	5	2	1	15.38	0.56	31.15	0.3
324.106497893	5	2	1	2.46	0.44	7.08	0.41
339.112384712	5	2	1	22.34	0.21	16.94	0.33
350.117504563	5	1	1	37.41	0.57	32.72	0.58
363.121834478	5	1	1	18.84	0.44	0.14	0.49
374.124991487	5	1	1	10.96	0.5	2.8	0.58
385.130641418	5	1	1	35.04	0.25	21.17	0.32
398.13306792	5	1	1	28.78	0.47	30.47	0.31
