onset	duration	choice	agent	money_left	probability_left	money_right	probability_right
17.010474403	5	2	1	33.29	0.4	32.41	0.42
30.01577899	5	2	1	14.41	0.26	26.72	0.21
45.018132832	5	1	1	32.96	0.2	15.43	0.27
56.02172228	5	2	1	22.47	0.5	37.06	0.38
69.024118112	5	2	1	3.82	0.26	7.64	0.2
84.02835457	5	1	1	37.73	0.26	14.5	0.5
95.03139669	5	1	1	31.58	0.35	12.71	0.59
106.034655232	5	1	1	16.9	0.24	7.53	0.47
121.037626276	5	1	1	27.33	0.37	30.46	0.22
132.041226956	5	1	1	0.97	0.49	1.4	0.33
147.046536669	5	2	1	6.49	0.59	34.26	0.34
160.050625223	5	2	1	8.01	0.4	19.8	0.2
173.055257312	5	1	1	1.34	0.58	0.67	0.6
188.059708465	5	2	1	18.34	0.42	21.92	0.38
199.064720325	5	1	1	32.13	0.34	1.86	0.5
218.071105896	5	1	0	32.13	0.34	1.86	0.5
231.075361885	5	1	0	34.63	0.45	8.1	0.54
246.080207653	5	2	0	8.29	0.51	21.77	0.27
259.085839172	5	1	0	22.01	0.39	9.32	0.41
272.09146951	5	1	0	33.66	0.38	23.33	0.54
283.095355304	5	1	0	25.29	0.46	17.26	0.6
298.099153799	5	1	0	24.38	0.32	11.04	0.53
313.104470275	5	2	0	11.42	0.5	24.42	0.28
326.107778587	5	1	0	22.56	0.43	12.09	0.5
339.112587916	5	2	0	12.66	0.58	28.07	0.35
350.116077193	5	1	0	8.66	0.48	29	0.2
361.119547379	5	2	0	5.38	0.55	18.31	0.39
372.122575933	5	2	0	1.8	0.3	3.01	0.24
387.125350462	5	1	0	34.96	0.31	21.34	0.36
402.128117903	5	2	0	24.14	0.31	27.2	0.28
